"","PWSID","Maximum_sample_exceedence","Units","total_violations","SAMPLING_END_DATE"
"23852","IL3127209",0.01675,"mg/L",1,"12/31/2005"
"23853","UTAH29081",1.877,"mg/L",1,"12/31/1995"
"23854","UTAH18074",2.73,"mg/L",2,"12/31/1998"
"23855","CO0158005",1.4,"mg/L",1,"12/31/2007"
"23856","CO0162359",0.041,"mg/L",1,"12/31/2007"
"23857","CO0221750",1.8,"mg/L",3,"06/30/2005"
"23858","CO0225116",0.0275,"mg/L",1,"12/31/2007"
"23859","CO0230020",1.4,"mg/L",2,"12/31/2007"
"23860","NC0276108",0.016,"mg/L",2,"12/31/1993"
"23861","NC0276112",0.018,"mg/L",2,"06/30/2000"
"23862","NC0276113",2.06,"mg/L",3,"12/31/1993"
"23863","NC0276115",0.06,"mg/L",2,"12/31/1993"
"23864","NC0276118",0.091,"mg/L",6,"06/30/2001"
"23865","NC0276125",1.8,"mg/L",4,"06/30/1996"
"23866","NC0276149",0.018,"mg/L",2,"12/31/1995"
"23867","NC0276158",3.125,"mg/L",2,"12/31/1996"
"23868","NC0276159",3.3,"mg/L",4,"06/30/2002"
"23869","IA7324038",3.1,"mg/L",1,"06/30/1994"
"23870","IA7428021",1.77,"mg/L",2,"12/31/1994"
"23871","ME0090010",0.018,"mg/L",1,"12/31/2004"
"23872","TN0000820",1.6,"mg/L",2,"12/31/2006"
"23873","AK2241020",4.08,"mg/L",12,"12/31/2000"
"23874","AK2260197",2.99,"mg/L",10,"06/30/2006"
"23875","SC4050016",2.9,"mg/L",10,"12/31/2004"
"23876","SC4070112",3.15,"mg/L",6,"12/31/2003"
"23877","TX0670004",2.2,"mg/L",11,"12/31/2005"
"23878","TX0670027",1.52,"mg/L",2,"12/31/2005"
"23879","CO0247004",0.081,"mg/L",2,"12/31/2004"
"23880","CO0262177",1.6,"mg/L",1,"12/31/2005"
"23881","MN1830001",2.64,"mg/L",8,"12/31/2006"
"23882","MN5200013",0.021,"mg/L",1,"06/30/2006"
"23883","MN5270876",0.023,"mg/L",2,"12/31/2006"
"23884","MN5680006",0.024,"mg/L",1,"12/31/2006"
"23885","MN5690913",8.57,"mg/L",1,"12/31/2006"
"23886","IA7603045",2.3,"mg/L",17,"06/30/1994"
"23887","UTAH26023",1.375,"mg/L",2,"12/31/2003"
"23888","UTAH26051",0.027,"mg/L",1,"06/30/1994"
"23889","NC0276215",0.232,"mg/L",3,"12/31/2007"
"23890","NC0291108",4.4,"mg/L",2,"12/31/2006"
"23891","NC0392214",0.02,"mg/L",2,"12/31/2007"
"23892","NC2080047",0.016,"mg/L",1,"12/31/2006"
"23893","NC3099024",0.027,"mg/L",1,"12/31/2006"
"23894","NC4073009",0.023,"mg/L",1,"12/31/2006"
"23895","NC7010052",0.4,"mg/L",3,"12/31/2006"
"23896","SD4600421",0.019,"mg/L",1,"12/31/2006"
"23897","NC0276015",0.085,"mg/L",2,"12/31/2004"
"23898","NC0276025",1.46,"mg/L",2,"12/31/1993"
"23899","GA0690055",0.0312,"mg/L",2,"12/31/2004"
"23900","MN5730696",0.038,"mg/L",1,"12/31/2006"
"23901","MN5860059",1.91,"mg/L",6,"12/31/2006"
"23902","NC0235129",0.048,"mg/L",2,"06/30/1997"
"23903","NC0235511",5.6,"mg/L",4,"06/30/2002"
"23904","NC0235515",0.018,"mg/L",2,"12/31/1993"
"23905","NC0241112",0.02,"mg/L",2,"12/31/1994"
"23906","NC0241117",0.018,"mg/L",2,"12/31/1993"
"23907","NC0241136",0.022,"mg/L",2,"12/31/1993"
"23908","NC0241150",0.03,"mg/L",2,"12/31/1993"
"23909","NC0241185",4.06,"mg/L",2,"12/31/1994"
"23910","SC3670108",7.8,"mg/L",16,"12/31/2003"
"23911","SC3750022",4.44,"mg/L",5,"06/30/2003"
"23912","SC4010002",3.8,"mg/L",15,"12/31/2005"
"23913","NJ0607302",7.608,"mg/L",26,"12/31/2005"
"23914","NE3120865",0.02,"mg/L",1,"12/31/2004"
"23915","NE3120966",1.4,"mg/L",1,"06/30/2002"
"23916","NE3121009",0.0548,"mg/L",1,"06/30/2002"
"23917","NE3121046",1.585,"mg/L",1,"06/30/2002"
"23918","KY0600129",0.0867,"mg/L",1,"12/31/2005"
"23919","IA5225304",2.85,"mg/L",6,"06/30/1994"
"23920","CO0262350",0.019,"mg/L",1,"12/31/2005"
"23921","NC0161104",2.032,"mg/L",2,"12/31/1994"
"23922","NC0161400",0.515,"mg/L",2,"12/31/1993"
"23923","NC0161409",2.05,"mg/L",6,"06/30/1994"
"23924","NC0161410",1.5,"mg/L",4,"12/31/1993"
"23925","NC0161410",1.5,"mg/L",4,"12/31/2003"
"23926","IL0990560",0.0151,"mg/L",1,"06/30/2008"
"23927","IL3012575",0.0525,"mg/L",5,"06/30/1996"
"23928","IL3019075",0.092,"mg/L",2,"12/31/1995"
"23929","OH6501712",5,"mg/L",4,"09/30/2005"
"23930","OH6502112",118,"mg/L",2,"09/30/2005"
"23931","OH6502412",81.6,"mg/L",2,"09/30/2005"
"23932","OH6503412",72,"mg/L",2,"09/30/2005"
"23933","OH4801303",0.048,"mg/L",4,"12/31/1992"
"23934","ID2250060",0.018,"mg/L",1,"12/31/2007"
"23935","ID2290004",165,"mg/L",1,"12/31/1998"
"23936","CT1180382",2.77,"mg/L",6,"12/31/2004"
"23937","IA6500600",0.018,"mg/L",1,"12/31/2003"
"23938","IA8834098",1.9,"mg/L",3,"12/31/2003"
"23939","MP0000009",0.02,"mg/L",2,"12/31/2005"
"23940","MP0000053",0.03,"mg/L",1,"12/31/2005"
"23941","MP0000106",0.02,"mg/L",2,"12/31/2005"
"23942","IL3021345",2.01,"mg/L",15,"12/31/1994"
"23943","UTAH26057",1.452,"mg/L",3,"12/31/1996"
"23944","IA7940037",1.65,"mg/L",2,"12/31/1994"
"23945","IA7950300",0.026,"mg/L",1,"06/30/1994"
"23946","IA8114000",0.071,"mg/L",1,"06/30/1994"
"23947","OH5900112",1.99,"mg/L",1,"12/31/2007"
"23948","OH3536112",0.0291,"mg/L",2,"06/30/1994"
"23949","IL0990110",1.87,"mg/L",1,"12/31/2006"
"23950","VA4073311",0.0207,"mg/L",6,"06/30/2006"
"23951","ME0000587",0.019,"mg/L",1,"12/31/2006"
"23952","MS0660022",3.3658,"mg/L",1,"12/31/2004"
"23953","CA1500398",0.119,"mg/L",3,"12/31/1996"
"23954","CA1500436",0.027,"mg/L",6,"12/31/2002"
"23955","CA1500521",0.017,"mg/L",3,"12/31/2004"
"23956","CA1500563",0.058,"mg/L",3,"12/31/1994"
"23957","OH0902912",43.8,"mg/L",2,"09/30/2005"
"23958","OH0903012",261,"mg/L",2,"09/30/2005"
"23959","OH7603312",693,"mg/L",6,"09/30/2005"
"23960","OH7603812",190,"mg/L",5,"09/30/2005"
"23961","OH7604112",527,"mg/L",2,"09/30/2005"
"23962","OH7605212",476,"mg/L",2,"09/30/2005"
"23963","OH7605512",5.5,"mg/L",3,"09/30/2005"
"23964","OH7606012",50,"mg/L",4,"09/30/2005"
"23965","OH7607012",505,"mg/L",2,"09/30/2005"
"23966","OH7607212",82,"mg/L",5,"09/30/2005"
"23967","OH7607412",110,"mg/L",2,"09/30/2005"
"23968","OH7608012",73,"mg/L",7,"09/30/2005"
"23969","OH7630012",50,"mg/L",6,"09/30/2005"
"23970","OH7630512",165,"mg/L",3,"09/30/2005"
"23971","OH7638512",50,"mg/L",4,"09/30/2005"
"23972","OH7638712",310,"mg/L",18,"12/31/2005"
"23973","WA5312249",2.85,"mg/L",1,"12/31/2002"
"23974","VT0020905",0.018,"mg/L",1,"06/30/2006"
"23975","CA1410004",0.25,"mg/L",2,"12/31/1997"
"23976","CA1410005",0.48,"mg/L",4,"12/31/2002"
"23977","FL4504737",1.38,"mg/L",1,"06/01/2006"
"23978","FL4504995",2.75,"mg/L",1,"06/01/2006"
"23979","OH7537712",20,"mg/L",2,"09/30/2005"
"23980","OH7538312",50,"mg/L",3,"09/30/2005"
"23981","OH6541112",60,"mg/L",6,"09/30/2005"
"23982","OH6600912",7.6,"mg/L",2,"09/30/2005"
"23983","OH6602412",124,"mg/L",2,"09/30/2005"
"23984","OH6700003",1260,"mg/L",11,"09/30/2005"
"23985","OH6700322",20,"mg/L",2,"09/30/2005"
"23986","OH6700512",216,"mg/L",2,"09/30/2005"
"23987","OH6700912",153.5,"mg/L",2,"09/30/2005"
"23988","OH6701112",39.9,"mg/L",2,"09/30/2005"
"23989","OH6701212",10,"mg/L",2,"09/30/2005"
"23990","OH6701612",800,"mg/L",4,"09/30/2005"
"23991","OH6701812",50,"mg/L",4,"09/30/2005"
"23992","OH6702112",175,"mg/L",2,"09/30/2005"
"23993","OH6702312",85.9,"mg/L",2,"09/30/2005"
"23994","OH6702512",107,"mg/L",2,"09/30/2005"
"23995","OH6702612",74.5,"mg/L",2,"09/30/2005"
"23996","OH6702812",1200,"mg/L",9,"09/30/2005"
"23997","OH6703211",320,"mg/L",4,"09/30/2005"
"23998","OH6703312",140,"mg/L",4,"09/30/2005"
"23999","OH6703612",5.4,"mg/L",1,"09/30/2005"
"24000","OH6704012",50,"mg/L",2,"09/30/2005"
"24001","OH6704212",85.5,"mg/L",4,"09/30/2005"
"24002","OH6705112",270,"mg/L",4,"09/30/2005"
"24003","OH6705312",460,"mg/L",2,"09/30/2005"
"24004","OH6705712",15,"mg/L",2,"09/30/2005"
"24005","OH6734412",92,"mg/L",3,"09/30/2005"
"24006","OH6750512",360,"mg/L",11,"06/30/2005"
"24007","OH6753512",346,"mg/L",3,"09/30/2005"
"24008","CT0780051",0.083,"mg/L",2,"12/31/2006"
"24009","CT0780101",0.051,"mg/L",1,"12/31/2006"
"24010","WA5393380",2.3,"mg/L",1,"12/31/1993"
"24011","OH4700511",0.022,"mg/L",3,"06/30/1995"
"24012","NY4130268",3.2,"mg/L",3,"12/31/2004"
"24013","IL0895300",1.4,"mg/L",1,"12/31/2007"
"24014","IL0914780",0.016,"mg/L",1,"12/31/2007"
"24015","IL0950350",0.06,"mg/L",1,"12/31/2007"
"24016","FL6588099",1.968,"mg/L",1,"06/01/2006"
"24017","MT0001579",2.097,"mg/L",3,"12/31/2001"
"24018","MT0002005",2.34,"mg/L",9,"06/30/2004"
"24019","OH7005912",266,"mg/L",2,"09/30/2005"
"24020","OH7006012",206.5,"mg/L",3,"09/30/2005"
"24021","OH7006412",189,"mg/L",2,"09/30/2005"
"24022","OH7006712",201,"mg/L",2,"09/30/2005"
"24023","OH7033412",675.5,"mg/L",2,"09/30/2005"
"24024","OH7043112",236,"mg/L",4,"09/30/2005"
"24025","OH7043212",663,"mg/L",2,"09/30/2005"
"24026","OH7045212",292,"mg/L",2,"09/30/2005"
"24027","OH7045512",289.5,"mg/L",6,"09/30/2005"
"24028","OH7052412",50.5,"mg/L",2,"09/30/2005"
"24029","OH7056312",345,"mg/L",2,"12/31/2005"
"24030","OH7101312",50,"mg/L",2,"09/30/2005"
"24031","OH6754012",109,"mg/L",6,"09/30/2005"
"24032","OH6776812",50,"mg/L",2,"09/30/2005"
"24033","OH6777712",500,"mg/L",2,"09/30/2005"
"24034","OH2903312",1.44,"mg/L",2,"12/31/1994"
"24035","CA1410503",0.38,"mg/L",2,"12/31/2002"
"24036","CA1410504",0.036,"mg/L",1,"12/31/2002"
"24037","CA1410505",0.18,"mg/L",3,"12/31/2005"
"24038","CA1410506",0.65,"mg/L",4,"12/31/2003"
"24039","CA1410800",0.65,"mg/L",3,"12/31/2003"
"24040","NY5930066",12.4,"mg/L",2,"06/30/2006"
"24041","NE3120658",1.45,"mg/L",2,"12/31/2007"
"24042","OH0937012",311,"mg/L",6,"06/30/2005"
"24043","OH1000112",153,"mg/L",2,"09/30/2005"
"24044","OH1000512",50,"mg/L",2,"09/30/2005"
"24045","OH1000612",50,"mg/L",4,"09/30/2005"
"24046","OH1000712",50,"mg/L",2,"09/30/2005"
"24047","OH1000812",193,"mg/L",3,"09/30/2005"
"24048","OH1033312",345,"mg/L",3,"09/30/2005"
"24049","OH1034512",145.5,"mg/L",2,"09/30/2005"
"24050","OH7200211",60,"mg/L",2,"09/30/2005"
"24051","OH7200311",25,"mg/L",2,"09/30/2005"
"24052","OH7200512",137,"mg/L",2,"09/30/2005"
"24053","OH7200912",50,"mg/L",2,"09/30/2005"
"24054","OH7201012",264,"mg/L",2,"09/30/2005"
"24055","OH7236112",10,"mg/L",2,"09/30/2005"
"24056","OH7236812",140,"mg/L",2,"09/30/2005"
"24057","OH7242912",13.5,"mg/L",2,"09/30/2005"
"24058","OH7251712",430,"mg/L",2,"09/30/2005"
"24059","CA1510033",1.6,"mg/L",6,"12/31/2006"
"24060","CA1510702",0.039,"mg/L",13,"12/31/1998"
"24061","CA1510703",0.33,"mg/L",7,"12/31/1993"
"24062","WA5381860",2.2,"mg/L",3,"12/31/2003"
"24063","IL1130300",2.2,"mg/L",12,"12/31/2006"
"24064","ND0200226",1.55,"mg/L",2,"12/31/2006"
"24065","OH1034612",167,"mg/L",2,"09/30/2005"
"24066","OH1034812",50,"mg/L",2,"09/30/2005"
"24067","OH1034912",72,"mg/L",7,"09/30/2005"
"24068","OH1035212",92.2,"mg/L",2,"09/30/2005"
"24069","OH1039112",84.15,"mg/L",7,"09/30/2005"
"24070","OH1042212",80,"mg/L",6,"06/30/2005"
"24071","OH7704703",250,"mg/L",2,"09/30/2005"
"24072","MN5620023",0.016,"mg/L",1,"12/31/2005"
"24073","MN5680004",0.701,"mg/L",2,"06/30/2006"
"24074","MN5710326",14.8,"mg/L",6,"06/30/2006"
"24075","AR0000033",0.018,"mg/L",1,"12/31/2007"
"24076","CA1510801",0.28,"mg/L",10,"12/31/1999"
"24077","CA1700530",0.022,"mg/L",5,"12/31/1993"
"24078","OH2201312",2.735,"mg/L",2,"12/31/1993"
"24079","OH2867812",3.465,"mg/L",2,"06/30/2002"
"24080","OH7538412",50,"mg/L",2,"09/30/2005"
"24081","OH7539012",412.4,"mg/L",2,"09/30/2005"
"24082","OH7541212",50,"mg/L",4,"09/30/2005"
"24083","OH7600512",268,"mg/L",4,"09/30/2005"
"24084","OH7601412",305,"mg/L",5,"12/31/2005"
"24085","OH7601912",65,"mg/L",2,"09/30/2005"
"24086","OH7602112",115,"mg/L",4,"09/30/2005"
"24087","OH0400711",188.5,"mg/L",4,"09/30/2005"
"24088","OH0400803",99,"mg/L",2,"09/30/2005"
"24089","OH0401712",310,"mg/L",2,"09/30/2005"
"24090","OH0401812",34,"mg/L",2,"09/30/2005"
"24091","OH0446112",120,"mg/L",7,"06/30/2005"
"24092","OH0500003",291,"mg/L",2,"09/30/2005"
"24093","OH0500112",135,"mg/L",2,"09/30/2005"
"24094","OH0500303",129,"mg/L",2,"09/30/2005"
"24095","OH0500403",40,"mg/L",2,"09/30/2005"
"24096","OH0500603",121,"mg/L",2,"09/30/2005"
"24097","OH0500903",40,"mg/L",2,"09/30/2005"
"24098","OH0501003",55.2,"mg/L",2,"09/30/2005"
"24099","OH0501311",50,"mg/L",2,"09/30/2005"
"24100","OH0501503",67,"mg/L",2,"09/30/2005"
"24101","OH0501703",40,"mg/L",2,"09/30/2005"
"24102","OH0600212",157,"mg/L",2,"09/30/2005"
"24103","OH0600612",49,"mg/L",4,"09/30/2005"
"24104","OH0632912",50,"mg/L",4,"09/30/2005"
"24105","OH0700412",50,"mg/L",2,"09/30/2005"
"24106","OH0701212",153,"mg/L",2,"09/30/2005"
"24107","OH0701303",50,"mg/L",2,"09/30/2005"
"24108","OH0800012",223,"mg/L",2,"09/30/2005"
"24109","OH0800603",19.4,"mg/L",2,"09/30/2005"
"24110","SC0410011",0.182,"mg/L",1,"12/31/2006"
"24111","SC0450032",0.1129,"mg/L",1,"12/31/2006"
"24112","SC0760071",0.0162,"mg/L",1,"12/31/2006"
"24113","SC0870139",2.92,"mg/L",4,"12/31/2006"
"24114","CA1910153",0.074,"mg/L",5,"12/31/1993"
"24115","NY4402483",0.018,"mg/L",2,"06/30/2006"
"24116","NY4500173",0.028,"mg/L",2,"12/31/2005"
"24117","IL0690050",0.02,"mg/L",1,"12/31/2007"
"24118","OH0400012",160,"mg/L",2,"09/30/2005"
"24119","OH0800811",141,"mg/L",2,"09/30/2005"
"24120","OH0801112",149,"mg/L",2,"09/30/2005"
"24121","OH0802012",32.5,"mg/L",2,"09/30/2005"
"24122","OH0900303",12.1,"mg/L",4,"09/30/2005"
"24123","OH0902012",50,"mg/L",4,"09/30/2005"
"24124","OH0902112",99,"mg/L",2,"09/30/2005"
"24125","OH0902612",311,"mg/L",2,"09/30/2005"
"24126","OH6778012",130,"mg/L",7,"09/30/2005"
"24127","OH6780512",420,"mg/L",2,"09/30/2005"
"24128","OH6781012",10,"mg/L",4,"09/30/2005"
"24129","CA1010052",5.3,"mg/L",10,"12/31/1993"
"24130","OH6784012",111,"mg/L",6,"09/30/2005"
"24131","OH6784912",437,"mg/L",4,"09/30/2005"
"24132","OH6785212",123.5,"mg/L",5,"09/30/2005"
"24133","OH6785312",25,"mg/L",6,"06/30/2005"
"24134","OH6800512",217,"mg/L",2,"09/30/2005"
"24135","OH7257912",720.5,"mg/L",4,"09/30/2005"
"24136","OH7300003",50,"mg/L",2,"09/30/2005"
"24137","OH7300111",85,"mg/L",2,"09/30/2005"
"24138","OH7300212",52,"mg/L",2,"09/30/2005"
"24139","OH7400411",40,"mg/L",2,"09/30/2005"
"24140","OH7400512",50,"mg/L",2,"09/30/2005"
"24141","OH7400712",440,"mg/L",2,"09/30/2005"
"24142","OH7400812",480,"mg/L",9,"12/31/2005"
"24143","OH7435512",41,"mg/L",2,"09/30/2005"
"24144","OH7447712",34.5,"mg/L",4,"06/30/2005"
"24145","OH7449412",415,"mg/L",4,"09/30/2005"
"24146","OH7500212",1010,"mg/L",3,"09/30/2005"
"24147","OH7500412",5,"mg/L",2,"09/30/2005"
"24148","OH7500412",5,"mg/L",2,"09/30/2005"
"24149","OH7500712",201.5,"mg/L",2,"09/30/2005"
"24150","OH7500812",794,"mg/L",2,"09/30/2005"
"24151","OH7501012",490,"mg/L",3,"09/30/2005"
"24152","OH7501214",5,"mg/L",3,"09/30/2005"
"24153","OH7501312",50,"mg/L",6,"09/30/2005"
"24154","OH7501412",51.61,"mg/L",2,"09/30/2005"
"24155","OH7531712",50,"mg/L",2,"09/30/2005"
"24156","AZ0413078",2.2,"mg/L",2,"12/31/2006"
"24157","OH0100012",688,"mg/L",2,"09/30/2005"
"24158","OH0134112",239,"mg/L",2,"09/30/2005"
"24159","OH0200112",324.2,"mg/L",2,"09/30/2005"
"24160","OH0200811",52.3,"mg/L",4,"09/30/2005"
"24161","OH0253812",20,"mg/L",4,"09/30/2005"
"24162","042800003",0.0417,"mg/L",1,"12/31/2004"
"24163","043740039",0.0154,"mg/L",2,"12/31/2001"
"24164","OH7704912",40,"mg/L",2,"09/30/2005"
"24165","OH7705112",44.2,"mg/L",4,"09/30/2005"
"24166","OH7705812",52,"mg/L",2,"09/30/2005"
"24167","OH7706612",202.9,"mg/L",2,"09/30/2005"
"24168","OH7707012",211.9,"mg/L",5,"09/30/2005"
"24169","OH7707112",119,"mg/L",2,"09/30/2005"
"24170","OH7707312",60,"mg/L",2,"09/30/2005"
"24171","OH7707512",104,"mg/L",3,"09/30/2005"
"24172","OH7707712",36,"mg/L",4,"09/30/2005"
"24173","OH7708812",395,"mg/L",4,"09/30/2005"
"24174","OH7708912",62.7,"mg/L",4,"09/30/2005"
"24175","OH7709012",50,"mg/L",4,"09/30/2005"
"24176","OH7709412",255,"mg/L",6,"09/30/2005"
"24177","OH7722612",150,"mg/L",2,"09/30/2005"
"24178","OH7725212",10,"mg/L",2,"09/30/2005"
"24179","OH7727312",390,"mg/L",4,"09/30/2005"
"24180","OH7727712",25.5,"mg/L",2,"09/30/2005"
"24181","OH7727812",60,"mg/L",4,"09/30/2005"
"24182","OH7728812",50,"mg/L",4,"09/30/2005"
"24183","OH7729712",32.5,"mg/L",4,"06/30/2005"
"24184","OH7729912",680,"mg/L",2,"12/31/2005"
"24185","OH7733712",50,"mg/L",2,"09/30/2005"
"24186","OH7735012",38.5,"mg/L",2,"09/30/2005"
"24187","OH7742912",165,"mg/L",2,"09/30/2005"
"24188","OH7743912",751.5,"mg/L",2,"09/30/2005"
"24189","OH7745412",147.3,"mg/L",4,"09/30/2005"
"24190","OH7746912",50,"mg/L",6,"09/30/2005"
"24191","OH7754712",220,"mg/L",2,"09/30/2005"
"24192","OH7754822",19.5,"mg/L",2,"09/30/2005"
"24193","VA2069258",0.07,"mg/L",1,"12/31/2006"
"24194","VA2069333",0.25,"mg/L",2,"12/31/2005"
"24195","NY5907703",1.36,"mg/L",2,"12/31/2005"
"24196","NY5907716",0.0184,"mg/L",2,"12/31/2002"
"24197","OH7642012",20,"mg/L",4,"09/30/2005"
"24198","OH7644112",169,"mg/L",5,"09/30/2005"
"24199","OH7653412",272,"mg/L",2,"09/30/2005"
"24200","OH7653812",10.1,"mg/L",3,"09/30/2005"
"24201","OH7654612",50,"mg/L",2,"09/30/2005"
"24202","OH7655912",260,"mg/L",2,"09/30/2005"
"24203","OH7656712",51,"mg/L",4,"09/30/2005"
"24204","OH7657312",155,"mg/L",2,"09/30/2005"
"24205","OH7657612",10,"mg/L",7,"06/30/2005"
"24206","OH7658112",409,"mg/L",8,"09/30/2005"
"24207","OH7660412",490,"mg/L",6,"09/30/2005"
"24208","OH7669112",540,"mg/L",2,"09/30/2005"
"24209","OH7669612",595,"mg/L",4,"09/30/2005"
"24210","OH7669812",620,"mg/L",2,"09/30/2005"
"24211","OH7671012",346,"mg/L",4,"09/30/2005"
"24212","OH7671612",650,"mg/L",4,"09/30/2005"
"24213","OH7671712",216.8,"mg/L",2,"09/30/2005"
"24214","OH7672012",20,"mg/L",4,"09/30/2005"
"24215","OH7672812",160,"mg/L",4,"09/30/2005"
"24216","OH7673212",13,"mg/L",4,"09/30/2005"
"24217","SC2020005",0.0194,"mg/L",1,"12/31/2006"
"24218","SC3050008",2.51,"mg/L",2,"12/31/2006"
"24219","SC3260048",0.0252,"mg/L",1,"12/31/2006"
"24220","SC3260090",0.0186,"mg/L",1,"12/31/2006"
"24221","CA0510006",1.5,"mg/L",5,"12/31/1993"
"24222","ME0007242",0.028,"mg/L",1,"12/31/2006"
"24223","ME0008144",0.022,"mg/L",2,"12/31/2003"
"24224","CA0310015",0.022,"mg/L",6,"12/31/2000"
"24225","CA0310019",2.11,"mg/L",6,"12/31/2005"
"24226","CA0405001",1.72,"mg/L",2,"12/31/2001"
"24227","CA0410006",0.023,"mg/L",3,"12/31/1994"
"24228","OH7674312",875,"mg/L",7,"06/30/2005"
"24229","OH7674712",220,"mg/L",6,"12/31/2005"
"24230","OH7675112",195,"mg/L",6,"12/31/2005"
"24231","OH7700112",445,"mg/L",2,"09/30/2005"
"24232","OH7700712",1150,"mg/L",4,"09/30/2005"
"24233","CA1700554",0.017,"mg/L",4,"12/31/1993"
"24234","CA1700561",0.027,"mg/L",6,"12/31/1996"
"24235","CA1700568",1.55,"mg/L",1,"12/31/1999"
"24236","CA1700592",0.022,"mg/L",4,"12/31/2003"
"24237","CA1700603",0.041,"mg/L",5,"12/31/2001"
"24238","CA1700621",50,"mg/L",13,"12/31/2005"
"24239","CA1200522",0.205,"mg/L",5,"12/31/1994"
"24240","CA1200538",0.026,"mg/L",9,"12/31/1998"
"24241","CA1200583",1.5,"mg/L",2,"12/31/1994"
"24242","CA1200588",1.75,"mg/L",12,"12/31/1993"
"24243","CA1200590",3.2,"mg/L",6,"12/31/1998"
"24244","CA1200591",0.021,"mg/L",3,"12/31/1996"
"24245","CA1200643",0.125,"mg/L",2,"12/31/2002"
"24246","CA1200681",0.039,"mg/L",9,"12/31/2000"
"24247","CA1200684",0.022,"mg/L",5,"12/31/2001"
"24248","CA1200698",1.4,"mg/L",6,"12/31/1995"
"24249","CA1200707",2.3,"mg/L",11,"12/31/1998"
"24250","CA1200779",2.9,"mg/L",24,"12/31/1995"
"24251","CA1200817",2.75,"mg/L",13,"12/31/2000"
"24252","CA1210001",1.5,"mg/L",3,"12/31/1993"
"24253","CA1210006",4.8,"mg/L",7,"12/31/1992"
"24254","CA1210012",3.4,"mg/L",3,"12/31/1993"
"24255","CA1210013",1.4,"mg/L",2,"12/31/1993"
"24256","OH6800612",180,"mg/L",2,"09/30/2005"
"24257","OH6800712",229,"mg/L",2,"09/30/2005"
"24258","OH6800812",49.9,"mg/L",2,"09/30/2005"
"24259","OH6801312",80.2,"mg/L",2,"09/30/2005"
"24260","OH6801412",702,"mg/L",2,"09/30/2005"
"24261","OH6832712",70,"mg/L",5,"09/30/2005"
"24262","OH6835312",59.5,"mg/L",2,"09/30/2005"
"24263","OH6836412",85.9,"mg/L",4,"09/30/2005"
"24264","OH6900212",60,"mg/L",2,"09/30/2005"
"24265","OH6900512",380,"mg/L",6,"09/30/2005"
"24266","OH6901503",22.5,"mg/L",4,"09/30/2005"
"24267","OH6901603",6,"mg/L",2,"09/30/2005"
"24268","OH6943312",50,"mg/L",8,"09/30/2005"
"24269","OH6944512",11,"mg/L",2,"09/30/2005"
"24270","OH6945612",107.1,"mg/L",4,"09/30/2005"
"24271","OH7000112",12.9,"mg/L",2,"09/30/2005"
"24272","OH7000612",103.4,"mg/L",2,"09/30/2005"
"24273","CA1910091",0.075,"mg/L",3,"12/31/1994"
"24274","OH0300212",44.85,"mg/L",3,"09/30/2005"
"24275","OH0300812",47,"mg/L",2,"09/30/2005"
"24276","OH0301112",263.5,"mg/L",9,"09/30/2005"
"24277","OH0301312",117.5,"mg/L",4,"09/30/2005"
"24278","OH0337412",36,"mg/L",2,"09/30/2005"
"24279","OH0338712",430,"mg/L",2,"09/30/2005"
"24280","OH0339012",12,"mg/L",2,"09/30/2005"
"24281","OH0344912",39,"mg/L",2,"09/30/2005"
"24282","IL1130350",2.3,"mg/L",7,"06/30/2006"
"24283","CA0600012",0.027,"mg/L",3,"12/31/2004"
"24284","OH4701511",0.017,"mg/L",3,"06/30/1993"
"24285","VA2139770",0.088,"mg/L",1,"12/31/2004"
"24286","VA2171350",0.28,"mg/L",2,"12/31/2006"
"24287","VA2187290",0.025,"mg/L",1,"12/31/2006"
"24288","VA3001018",0.039,"mg/L",1,"06/30/2006"
"24289","IL0450250",1.665,"mg/L",2,"12/31/2007"
"24290","IL0530350",0.017,"mg/L",1,"12/31/2007"
"24291","FL3425069",2.2,"mg/L",4,"06/01/2006"
"24292","NY4811682",0.02,"mg/L",1,"12/31/2005"
"24293","OH7000712",220,"mg/L",2,"09/30/2005"
"24294","OH7000812",160,"mg/L",2,"09/30/2005"
"24295","OH7000912",274,"mg/L",2,"09/30/2005"
"24296","OH7001212",165.5,"mg/L",2,"09/30/2005"
"24297","OH7001312",70,"mg/L",2,"09/30/2005"
"24298","OH7001412",216.5,"mg/L",2,"09/30/2005"
"24299","OH7001612",320,"mg/L",2,"09/30/2005"
"24300","OH7001912",283.5,"mg/L",2,"09/30/2005"
"24301","CT1040061",0.034,"mg/L",1,"12/31/2006"
"24302","CA2910011",0.045,"mg/L",3,"12/31/2000"
"24303","CA2910013",2.51,"mg/L",4,"12/31/2003"
"24304","LA1013022",3.4,"mg/L",1,"12/31/2003"
"24305","WA5307989",1.46,"mg/L",1,"12/31/2003"
"24306","OH7002112",135.5,"mg/L",2,"09/30/2005"
"24307","OH7002512",438,"mg/L",3,"09/30/2005"
"24308","OH7002612",454,"mg/L",2,"09/30/2005"
"24309","OH7002812",142,"mg/L",2,"09/30/2005"
"24310","OH7003212",298.5,"mg/L",4,"09/30/2005"
"24311","OH7003312",175,"mg/L",2,"09/30/2005"
"24312","OH7701112",44.5,"mg/L",4,"09/30/2005"
"24313","OH7701612",720,"mg/L",4,"09/30/2005"
