pwsid,total_samples,detection_share,concentration_avg,concentration_max,pfas_count
MI2014628,14,0,0,0,0
MI2014652,32,0,0,0,0
MI2014672,14,0,0,0,0
MI2014724,14,0,0,0,0
MI2014776,14,0,0,0,0
MI2014910,14,0,0,0,0
MI2014952,32,0,0,0,0
MI2015002,14,0,0,0,0
MI2015005,14,0,0,0,0
MI2015023,14,0,0,0,0
MI2015064,14,0,0,0,0
MI2015076,14,0,0,0,0
MI2015137,14,0,0,0,0
MI2015281,14,0,0,0,0
MI2015347,14,0,0,0,0
MI2015508,14,0,0,0,0
MI2015516,14,0,0,0,0
MI2015525,14,0,0,0,0
MI2015537,14,0,0,0,0
MI2015541,14,0,0,0,0
MI2015544,14,0,0,0,0
MI2015565,14,0,0,0,0
MI2015583,32,.21875,16,30,6
MI2015658,14,0,0,0,0
MI2015715,14,0,0,0,0
MI2015747,14,0,0,0,0
MI2015765,14,0,0,0,0
MI2015775,77,.2857143,25.25714325904846,51,5
MI2015824,14,0,0,0,0
MI2015871,14,0,0,0,0
MI2015881,14,.14285715,6,6,2
MI2015905,14,0,0,0,0
MI2015919,14,0,0,0,0
MI2015951,32,0,0,0,0
MI2016103,14,0,0,0,0
MI2016106,14,0,0,0,0
MI2016130,14,0,0,0,0
MI2016163,32,.03125,1.5,3,1
MI2016175,14,.071428575,3,3,1
MI2016205,14,0,0,0,0
MI2016230,14,0,0,0,0
MI2016305,14,0,0,0,0
MI2016339,14,0,0,0,0
MI2016410,14,0,0,0,0
MI2016447,14,0,0,0,0
MI2016450,14,0,0,0,0
MI2016539,14,0,0,0,0
MI2016563,14,0,0,0,0
MI2016635,14,0,0,0,0
MI2016647,14,0,0,0,0
MI2016661,14,0,0,0,0
MI2016705,14,0,0,0,0
MI2016745,14,0,0,0,0
MI2016747,14,0,0,0,0
MI2016761,14,0,0,0,0
MI2016813,14,0,0,0,0
MI2016820,32,0,0,0,0
MI2016863,14,0,0,0,0
MI2016875,14,0,0,0,0
MI2016911,14,0,0,0,0
MI2016918,14,0,0,0,0
MI2016933,32,0,0,0,0
MI2016961,14,.14285715,5,5,2
MI2016967,14,0,0,0,0
MI2017018,14,0,0,0,0
MI2017021,14,0,0,0,0
MI2017049,14,0,0,0,0
MI2017050,14,0,0,0,0
MI2017051,14,0,0,0,0
MI2017075,14,0,0,0,0
MI2017168,14,0,0,0,0
MI2017215,152,.02631579,4.100000023841858,41,4
MI2017218,14,0,0,0,0
MI2017264,14,0,0,0,0
MI2017267,28,0,0,0,0
MI2017333,32,0,0,0,0
MI2017352,14,0,0,0,0
MI2017364,14,0,0,0,0
MI2017367,14,0,0,0,0
MI2017368,14,0,0,0,0
MI2017433,14,0,0,0,0
MI2017479,14,0,0,0,0
MI2017564,14,0,0,0,0
MI2017579,14,0,0,0,0
MI2017610,14,0,0,0,0
MI2017711,15,.06666667,1,2,1
MI2017740,14,0,0,0,0
MI2017763,14,0,0,0,0
MI2017814,14,0,0,0,0
MI2017815,14,0,0,0,0
MI2017821,14,0,0,0,0
MI2017832,14,0,0,0,0
MI2017839,174,.23563218,13.18181782960892,20,5
MI2017869,14,0,0,0,0
MI2017905,82,.19512194,28.60000064969063,59,5
MI2017975,14,0,0,0,0
MI2017981,156,.096153848,21.70000040531158,36,2
MI2018005,14,0,0,0,0
MI2018033,32,0,0,0,0
MI2018108,16,.125,4,8,2
MI2018115,14,0,0,0,0
MI2018118,14,0,0,0,0
MI2018178,14,0,0,0,0
MI2018333,14,0,0,0,0
MI2018344,14,0,0,0,0
MI2018418,14,0,0,0,0
MI2018441,14,0,0,0,0
MI2018511,14,0,0,0,0
MI2018533,32,0,0,0,0
MI2018546,14,0,0,0,0
MI2018612,14,0,0,0,0
MI2018773,14,0,0,0,0
MI2018775,14,0,0,0,0
MI2018805,14,0,0,0,0
MI2018813,174,.15517241,20.09090900421143,37,3
MI2018846,14,0,0,0,0
MI2018937,32,0,0,0,0
MI2018941,14,0,0,0,0
MI2019005,14,0,0,0,0
MI2019069,14,0,0,0,0
MI2019132,14,0,0,0,0
MI2019172,14,0,0,0,0
MI2019175,14,0,0,0,0
MI2019213,14,0,0,0,0
MI2019224,14,0,0,0,0
MI2019246,14,0,0,0,0
MI2019247,14,0,0,0,0
MI2019254,14,0,0,0,0
MI2019267,14,0,0,0,0
MI2019311,14,0,0,0,0
MI2019346,14,0,0,0,0
MI2019354,14,.071428575,2,2,1
MI2019445,14,0,0,0,0
MI2019513,14,0,0,0,0
MI2019569,14,0,0,0,0
MI2019583,153,.098039217,5.269963264465332,20,3
MI2019601,14,0,0,0,0
MI2019618,14,0,0,0,0
MI2019681,32,0,0,0,0
MI2019706,14,0,0,0,0
MI2019719,14,0,0,0,0
MI2019749,14,0,0,0,0
MI2019823,32,0,0,0,0
MI2019837,14,0,0,0,0
MI2019861,14,0,0,0,0
MI2019875,14,0,0,0,0
MI2019940,14,0,0,0,0
MI2019968,14,0,0,0,0
MI2020033,14,0,0,0,0
MI2020045,14,0,0,0,0
MI2020052,14,0,0,0,0
MI2020145,14,0,0,0,0
MI2020150,14,0,0,0,0
MI2020152,14,.071428575,3,3,1
MI2020176,14,0,0,0,0
MI2020233,14,0,0,0,0
MI2020252,28,0,0,0,0
MI2020261,14,0,0,0,0
MI2020314,14,0,0,0,0
MI2020341,14,0,0,0,0
MI2020364,14,0,0,0,0
MI2020452,14,0,0,0,0
MI2020453,14,0,0,0,0
MI2020478,14,0,0,0,0
MI2020540,14,0,0,0,0
MI2020578,14,0,0,0,0
MI2020606,32,0,0,0,0
MI2020621,32,0,0,0,0
MI2020668,14,0,0,0,0
MI2020706,14,0,0,0,0
MI2020713,14,0,0,0,0
MI2020730,14,0,0,0,0
MI2020771,14,0,0,0,0
MI2020835,14,0,0,0,0
MI2020869,14,0,0,0,0
MI2020875,14,0,0,0,0
MI2020916,14,0,0,0,0
MI2020975,14,0,0,0,0
MI2021015,32,0,0,0,0
MI2021075,14,0,0,0,0
MI2021108,32,.03125,1,2,1
MI2021130,14,0,0,0,0
MI2021133,14,0,0,0,0
MI2021135,14,0,0,0,0
MI2021214,14,0,0,0,0
MI2021221,14,0,0,0,0
MI2021235,189,.33333334,30.91212053596973,78,5
MI2021340,14,0,0,0,0
MI2021375,14,0,0,0,0
MI2021433,14,0,0,0,0
MI2021461,138,.25362319,13.444444835186,21,5
MI2021475,14,0,0,0,0
MI2021501,14,0,0,0,0
MI2021525,14,0,0,0,0
MI2021533,14,0,0,0,0
MI2021701,14,0,0,0,0
MI2021728,14,0,0,0,0
MI2021734,14,0,0,0,0
MI2021738,14,0,0,0,0
MI2021747,14,0,0,0,0
MI2021808,14,0,0,0,0
MI2021818,14,0,0,0,0
MI2021832,14,0,0,0,0
MI2021854,14,0,0,0,0
MI2021865,14,0,0,0,0
MI2021930,14,0,0,0,0
MI2021950,14,0,0,0,0
MI2021953,14,0,0,0,0
MI2022001,14,0,0,0,0
MI2022013,14,0,0,0,0
MI2022030,14,0,0,0,0
MI2022034,82,.2682927,72.19999873638153,139,5
MI2022133,14,0,0,0,0
MI2022172,14,.071428575,2,2,1
MI2022175,14,0,0,0,0
MI2022272,14,0,0,0,0
MI2022313,14,0,0,0,0
MI2022320,14,0,0,0,0
MI2022347,14,0,0,0,0
MI2022364,14,0,0,0,0
MI2022433,14,0,0,0,0
MI2022447,14,0,0,0,0
MI2022462,32,0,0,0,0
MI2022464,14,0,0,0,0
MI2022518,14,0,0,0,0
MI2022534,14,0,0,0,0
MI2022541,14,0,0,0,0
MI2022572,14,0,0,0,0
MI2022575,14,0,0,0,0
MI2022625,14,0,0,0,0
MI2022645,14,0,0,0,0
MI2022674,14,0,0,0,0
MI2022733,14,0,0,0,0
MI2022735,14,0,0,0,0
MI2022744,14,0,0,0,0
MI2022764,14,0,0,0,0
MI2023045,14,0,0,0,0
MI2023134,14,.071428575,2,2,1
MI2023164,14,0,0,0,0
MI2023176,14,0,0,0,0
MI2023238,14,0,0,0,0
MI2023339,15,.06666667,1.5,3,1
MI2023530,14,0,0,0,0
MI2023546,14,0,0,0,0
MI2023575,14,0,0,0,0
MI2023641,14,0,0,0,0
MI2023674,14,0,0,0,0
MI2023678,14,0,0,0,0
MI2023714,14,0,0,0,0
MI2023778,14,0,0,0,0
MI2023803,14,0,0,0,0
MI2023875,14,0,0,0,0
MI2023903,14,0,0,0,0
MI2023925,14,0,0,0,0
MI2023935,14,0,0,0,0
MI2023970,14,0,0,0,0
MI2024003,14,0,0,0,0
MI2024035,14,0,0,0,0
MI2024069,14,0,0,0,0
MI2024125,14,0,0,0,0
MI2024232,14,0,0,0,0
MI2024251,14,0,0,0,0
MI2024275,14,0,0,0,0
MI2024303,32,.125,8,10,2
MI2024403,14,0,0,0,0
MI2024435,14,0,0,0,0
MI2024541,14,0,0,0,0
MI2024561,14,0,0,0,0
MI2024564,14,0,0,0,0
MI2024570,14,0,0,0,0
MI2024574,14,0,0,0,0
MI2024583,14,0,0,0,0
MI2024661,14,0,0,0,0
MI2024665,14,0,0,0,0
MI2024819,32,0,0,0,0
MI2025003,14,0,0,0,0
MI2025069,14,0,0,0,0
MI2025125,14,0,0,0,0
MI2025144,14,0,0,0,0
MI2025162,32,0,0,0,0
MI2025219,14,0,0,0,0
MI2025244,14,0,0,0,0
MI2025269,14,0,0,0,0
MI2025323,14,0,0,0,0
MI2025370,154,.24675325,108.700001001358,228,5
MI2025428,14,0,0,0,0
MI2025472,156,.064102568,20.79999923706055,29,1
MI2025524,14,0,0,0,0
MI2025572,14,0,0,0,0
MI2025723,14,0,0,0,0
MI2025765,14,0,0,0,0
MI2025770,14,0,0,0,0
MI2025865,14,0,0,0,0
MI2026008,14,0,0,0,0
MI2026024,14,0,0,0,0
MI2026064,14,0,0,0,0
MI2026065,14,0,0,0,0
MI2026083,32,.03125,1.5,3,1
MI2026138,14,0,0,0,0
MI2026164,14,0,0,0,0
MI2026264,14,.14285715,4,4,2
MI2026418,13,.07692308,2,2,1
MI2026428,14,0,0,0,0
MI2026580,14,0,0,0,0
MI2026628,14,0,0,0,0
MI2026723,14,0,0,0,0
MI2026770,14,0,0,0,0
MI2026772,14,0,0,0,0
MI2026783,32,0,0,0,0
MI2026808,14,0,0,0,0
MI2026818,32,0,0,0,0
MI2026844,14,0,0,0,0
MI2026914,14,0,0,0,0
MI2026923,14,0,0,0,0
MI2026928,14,0,0,0,0
MI2026944,14,0,0,0,0
MI2026961,14,0,0,0,0
MI2026972,14,0,0,0,0
MI2026980,14,0,0,0,0
MI2027034,14,0,0,0,0
MI2027039,14,0,0,0,0
MI2027150,14,0,0,0,0
MI2027164,14,0,0,0,0
MI2027165,14,0,0,0,0
MI2027258,14,0,0,0,0
MI2027270,14,0,0,0,0
MI2027278,14,0,0,0,0
MI2027570,14,0,0,0,0
MI2027618,156,.0064102565,1,10,1
MI2027625,14,0,0,0,0
MI2027734,14,0,0,0,0
MI2027764,14,0,0,0,0
MI2027818,14,0,0,0,0
MI2027834,14,0,0,0,0
MI2027862,14,0,0,0,0
MI2027911,14,0,0,0,0
MI2027972,14,0,0,0,0
MI2028174,14,0,0,0,0
MI2028218,14,0,0,0,0
MI2028565,14,0,0,0,0
MI2028583,14,0,0,0,0
MI2028618,14,0,0,0,0
MI2028824,14,0,0,0,0
MI2029018,14,0,0,0,0
MI2029128,14,0,0,0,0
MI2029134,14,0,0,0,0
MI2029172,14,0,0,0,0
MI2029324,14,0,0,0,0
MI2029423,14,0,0,0,0
MI2029524,14,0,0,0,0
MI2029562,14,0,0,0,0
MI2029614,14,0,0,0,0
MI2029708,14,0,0,0,0
MI2029714,14,0,0,0,0
MI2029718,14,0,0,0,0
MI2029814,14,0,0,0,0
MI2029908,14,0,0,0,0
MI2029914,14,0,0,0,0
MI2029947,14,0,0,0,0
MI2030041,14,.071428575,6,6,1
MI2030118,14,0,0,0,0
MI2030147,14,0,0,0,0
MI2030170,14,0,0,0,0
MI2030230,14,0,0,0,0
MI2030347,14,0,0,0,0
MI2030370,14,.071428575,2,2,1
MI2030447,14,0,0,0,0
MI2030475,14,0,0,0,0
MI2030508,14,0,0,0,0
MI2030547,14,.071428575,3,3,1
MI2030550,13,.07692308,4,4,1
MI2030647,14,0,0,0,0
MI2030718,14,0,0,0,0
MI2030747,14,0,0,0,0
MI2030750,14,0,0,0,0
MI2030761,14,0,0,0,0
MI2030775,14,0,0,0,0
MI2030847,14,0,0,0,0
MI2030850,14,0,0,0,0
MI2030878,14,0,0,0,0
MI2030930,14,0,0,0,0
MI2030962,18,0,0,0,0
MI2031017,14,.21428572,9,9,3
MI2031065,14,0,0,0,0
MI2031075,14,0,0,0,0
MI2031124,14,0,0,0,0
MI2031159,14,0,0,0,0
MI2031165,14,0,0,0,0
MI2031216,14,0,0,0,0
MI2031262,14,0,0,0,0
MI2031365,14,0,0,0,0
MI2031375,14,0,0,0,0
MI2031480,14,0,0,0,0
MI2031524,14,0,0,0,0
MI2031663,14,0,0,0,0
MI2031708,14,0,0,0,0
MI2031739,14,0,0,0,0
MI2031808,14,0,0,0,0
MI2032178,14,0,0,0,0
MI2032414,14,0,0,0,0
MI2032472,14,0,0,0,0
MI2032481,14,0,0,0,0
MI2032508,14,0,0,0,0
MI2032539,14,.14285715,4.5,6,2
MI2032575,14,0,0,0,0
MI2032616,14,0,0,0,0
MI2032659,31,.064516127,4,5,1
MI2032679,14,0,0,0,0
MI2032808,14,.071428575,6,6,1
MI2032908,14,0,0,0,0
MI2032947,14,0,0,0,0
MI2033159,14,0,0,0,0
MI2033275,14,0,0,0,0
MI2033350,14,0,0,0,0
MI2033375,14,0,0,0,0
MI2033539,14,0,0,0,0
MI2033547,32,0,0,0,0
MI2033680,14,0,0,0,0
MI2033761,14,0,0,0,0
MI2034008,14,0,0,0,0
MI2034132,14,0,0,0,0
MI2034208,14,0,0,0,0
MI2034258,14,.071428575,4,4,1
MI2034332,14,0,0,0,0
MI2034350,14,0,0,0,0
MI2034432,14,0,0,0,0
MI2034546,14,0,0,0,0
MI2034639,14,0,0,0,0
MI2034854,14,0,0,0,0
MI2034938,14,0,0,0,0
MI2035003,14,0,0,0,0
MI2035208,14,0,0,0,0
MI2035224,32,0,0,0,0
MI2035246,14,0,0,0,0
MI2035272,14,0,0,0,0
MI2035339,14,0,0,0,0
MI2035378,14,0,0,0,0
MI2035446,14,0,0,0,0
MI2035554,32,0,0,0,0
MI2035561,14,0,0,0,0
MI2035613,14,0,0,0,0
MI2035659,14,0,0,0,0
MI2035661,14,0,0,0,0
MI2035747,14,.071428575,4,4,1
MI2035759,14,0,0,0,0
MI2035839,14,0,0,0,0
MI2035908,14,0,0,0,0
MI2036003,14,0,0,0,0
MI2036014,14,0,0,0,0
MI2036208,14,0,0,0,0
MI2036278,14,0,0,0,0
MI2036450,14,0,0,0,0
MI2036839,14,0,0,0,0
MI2036841,14,0,0,0,0
MI2037013,14,0,0,0,0
MI2037139,14,0,0,0,0
MI2037239,14,0,0,0,0
MI2037281,14,0,0,0,0
MI2037359,14,0,0,0,0
MI2037381,14,0,0,0,0
MI2037461,14,0,0,0,0
MI2037554,14,0,0,0,0
MI2037641,14,.071428575,3,3,1
MI2037744,14,0,0,0,0
MI2037759,14,0,0,0,0
MI2037949,14,0,0,0,0
MI2038172,14,0,0,0,0
MI2038413,173,.15028901,19.07272702455521,25,3
MI2038424,14,0,0,0,0
MI2038513,14,0,0,0,0
MI2038549,14,0,0,0,0
MI2038841,14,0,0,0,0
MI2038878,14,0,0,0,0
MI2038908,14,0,0,0,0
MI2039070,14,0,0,0,0
MI2039172,14,.071428575,3,3,1
MI2039179,32,0,0,0,0
MI2039241,64,.171875,10.25,12,3
MI2039425,14,0,0,0,0
MI2039472,14,0,0,0,0
MI2039539,14,0,0,0,0
MI2039639,14,0,0,0,0
MI2039654,14,0,0,0,0
MI2039870,67,.17910448,12.20000004768372,20,3
MI2039972,14,.071428575,3,3,1
MI2040181,14,0,0,0,0
MI2040261,14,0,0,0,0
MI2040439,14,0,0,0,0
MI2040472,14,0,0,0,0
MI2040513,14,0,0,0,0
MI2040563,14,0,0,0,0
MI2040572,14,0,0,0,0
MI2040625,14,0,0,0,0
MI2040659,14,0,0,0,0
MI2040703,14,0,0,0,0
MI2040849,14,0,0,0,0
MI2040916,14,0,0,0,0
MI2040954,14,0,0,0,0
MI2041024,14,0,0,0,0
MI2041161,14,0,0,0,0
MI2041172,14,0,0,0,0
MI2041261,14,0,0,0,0
MI2041359,32,0,0,0,0
MI2041403,26,.23076923,77.5,81,3
MI2041508,32,0,0,0,0
MI2041525,14,0,0,0,0
MI2041554,14,0,0,0,0
MI2041581,14,0,0,0,0
MI2041608,14,0,0,0,0
MI2042013,14,0,0,0,0
MI2042128,14,0,0,0,0
MI2042544,14,0,0,0,0
MI2042661,32,.03125,2,4,1
MI2042813,14,0,0,0,0
MI2043163,14,0,0,0,0
MI2043247,14,0,0,0,0
MI2043281,14,0,0,0,0
MI2043558,14,0,0,0,0
MI2043570,14,0,0,0,0
MI2043772,14,0,0,0,0
MI2043813,14,.071428575,5,5,1
MI2043826,14,0,0,0,0
MI2043839,14,0,0,0,0
MI2043913,14,0,0,0,0
MI2043947,14,0,0,0,0
MI2044013,14,0,0,0,0
MI2044161,156,.33974358,45.29999966919422,86,7
MI2044313,14,0,0,0,0
MI2044328,14,0,0,0,0
MI2044449,14,0,0,0,0
MI2044481,14,0,0,0,0
MI2044525,14,0,0,0,0
MI2044616,14,0,0,0,0
MI2044625,32,0,0,0,0
MI2045225,14,0,0,0,0
MI2045247,14,0,0,0,0
MI2045279,32,0,0,0,0
MI2045316,14,0,0,0,0
MI2045381,32,.03125,1.5,3,1
MI2045439,14,0,0,0,0
MI2045516,14,0,0,0,0
MI2045539,14,0,0,0,0
MI2045626,14,0,0,0,0
MI2045681,14,0,0,0,0
MI2045739,14,0,0,0,0
MI2046261,14,0,0,0,0
MI2046281,14,0,0,0,0
MI2046347,14,0,0,0,0
MI2046516,14,0,0,0,0
MI2046661,14,0,0,0,0
MI2046847,14,0,0,0,0
MI2047061,14,0,0,0,0
MI2047181,32,0,0,0,0
MI2047280,14,0,0,0,0
MI2047380,14,0,0,0,0
MI2047480,14,0,0,0,0
MI2047616,14,0,0,0,0
MI2047841,14,0,0,0,0
MI2047944,14,0,0,0,0
MI2047949,14,0,0,0,0
MI2048370,14,0,0,0,0
MI2048439,14,0,0,0,0
MI2048539,14,0,0,0,0
MI2048681,14,0,0,0,0
MI2048770,14,0,0,0,0
MI2048847,14,0,0,0,0
MI2048903,14,0,0,0,0
MI2049081,14,0,0,0,0
MI2049139,14,0,0,0,0
MI2049147,14,0,0,0,0
MI2049247,14,0,0,0,0
MI2049370,156,.17307693,10.30000019073486,27,4
MI2049570,14,0,0,0,0
MI2049639,14,0,0,0,0
MI2049670,14,0,0,0,0
MI2049739,14,0,0,0,0
MI2049839,14,0,0,0,0
MI2049880,14,0,0,0,0
MI2050139,14,0,0,0,0
MI2050281,14,0,0,0,0
MI2050547,14,0,0,0,0
MI2050581,14,0,0,0,0
MI2050759,14,0,0,0,0
MI2050861,14,0,0,0,0
MI2050903,14,0,0,0,0
MI2051047,14,0,0,0,0
MI2051139,14,0,0,0,0
MI2051238,14,0,0,0,0
MI2051417,14,0,0,0,0
MI2051703,14,0,0,0,0
MI2051870,32,0,0,0,0
MI2052039,14,0,0,0,0
MI2052061,28,0,0,0,0
MI2052180,14,0,0,0,0
MI2052281,14,0,0,0,0
MI2052325,14,0,0,0,0
MI2052347,14,0,0,0,0
MI2052425,14,0,0,0,0
MI2052447,14,0,0,0,0
MI2052547,14,0,0,0,0
MI2052641,14,0,0,0,0
MI2052659,14,0,0,0,0
MI2052663,102,.34313726,73.99999904632568,83,5
MI2052881,32,0,0,0,0
MI2052959,14,0,0,0,0
MI2053180,14,0,0,0,0
MI2053181,14,0,0,0,0
MI2053303,14,0,0,0,0
MI2053580,14,0,0,0,0
MI2053603,14,0,0,0,0
MI2053680,14,0,0,0,0
MI2053703,14,0,0,0,0
MI2053747,14,0,0,0,0
MI2054047,14,.071428575,2,2,1
MI2054181,14,0,0,0,0
MI2054244,14,0,0,0,0
MI2054381,14,0,0,0,0
MI2054417,14,0,0,0,0
MI2054481,14,0,0,0,0
MI2054544,14,0,0,0,0
MI2054717,14,0,0,0,0
MI2054803,14,0,0,0,0
MI2054844,14,0,0,0,0
MI2054870,14,0,0,0,0
MI2055541,14,0,0,0,0
MI2055546,14,0,0,0,0
MI2055670,138,.18115942,10.00000023841858,19,4
MI2055738,14,0,0,0,0
MI2055747,14,0,0,0,0
MI2055838,14,0,0,0,0
MI2055938,14,0,0,0,0
MI2056038,14,0,0,0,0
MI2056138,14,0,0,0,0
MI2056238,14,0,0,0,0
MI2056338,14,0,0,0,0
MI2056438,14,0,0,0,0
MI2056547,14,0,0,0,0
MI2056563,14,0,0,0,0
MI2056580,14,.071428575,4,4,1
MI2056617,14,0,0,0,0
MI2056647,14,0,0,0,0
MI2056717,14,0,0,0,0
MI2056741,14,0,0,0,0
MI2056759,14,0,0,0,0
MI2057047,14,0,0,0,0
MI2057103,14,0,0,0,0
MI2057203,14,0,0,0,0
MI2057325,14,0,0,0,0
MI2057381,14,0,0,0,0
MI2057425,14,0,0,0,0
MI2057463,14,0,0,0,0
MI2057603,14,0,0,0,0
MI2057646,14,0,0,0,0
MI2057647,14,0,0,0,0
MI2057670,14,0,0,0,0
MI2057803,14,.071428575,9,9,1
MI2057911,14,0,0,0,0
MI2058144,14,0,0,0,0
MI2058181,32,0,0,0,0
MI2058644,14,0,0,0,0
MI2058744,14,0,0,0,0
MI2059044,14,0,0,0,0
MI2059046,32,0,0,0,0
MI2059144,14,0,0,0,0
MI2059244,14,0,0,0,0
MI2059303,14,0,0,0,0
MI2059341,14,0,0,0,0
MI2059444,14,0,0,0,0
MI2059544,14,0,0,0,0
MI2059644,14,0,0,0,0
MI2059803,14,0,0,0,0
MI2059847,14,0,0,0,0
MI2060003,14,0,0,0,0
MI2060063,14,0,0,0,0
MI2060247,14,0,0,0,0
MI2060347,14,0,0,0,0
MI2060403,14,0,0,0,0
MI2060481,32,0,0,0,0
MI2060503,14,0,0,0,0
MI2061038,14,0,0,0,0
MI2061159,14,0,0,0,0
MI2061638,14,.071428575,3,3,1
MI2061703,14,0,0,0,0
MI2061811,14,0,0,0,0
MI2061947,32,.15625,7.5,9,3
MI2062081,14,0,0,0,0
MI2062981,32,0,0,0,0
MI2063525,14,0,0,0,0
MI2063647,14,0,0,0,0
MI2063811,14,0,0,0,0
MI2064025,14,0,0,0,0
MI2064046,14,0,0,0,0
MI2064181,14,0,0,0,0
MI2064247,14,0,0,0,0
MI2064303,14,0,0,0,0
MI2064447,14,0,0,0,0
MI2064825,14,0,0,0,0
MI2064847,14,0,0,0,0
MI2064911,14,0,0,0,0
MI2064946,32,0,0,0,0
MI2065003,14,0,0,0,0
MI2065011,14,0,0,0,0
MI2065103,14,0,0,0,0
MI2065146,32,0,0,0,0
MI2065311,14,0,0,0,0
MI2065341,14,0,0,0,0
MI2065359,14,0,0,0,0
MI2065444,14,0,0,0,0
MI2065546,32,0,0,0,0
MI2065547,14,0,0,0,0
MI2065644,14,0,0,0,0
MI2065703,14,0,0,0,0
MI2065747,14,0,0,0,0
MI2065846,14,0,0,0,0
MI2065847,14,0,0,0,0
MI2066279,14,0,0,0,0
MI2066347,14,0,0,0,0
MI2066619,14,0,0,0,0
MI2066646,14,0,0,0,0
MI2066703,32,0,0,0,0
MI2066846,14,0,0,0,0
MI2066911,14,0,0,0,0
MI2067003,14,0,0,0,0
MI2067070,32,.0625,3,3,1
MI2067149,14,0,0,0,0
MI2067203,14,0,0,0,0
MI2068038,14,0,0,0,0
MI2068111,14,0,0,0,0
MI2068303,14,0,0,0,0
MI2068503,14,0,0,0,0
MI2068525,14,0,0,0,0
MI2069438,14,0,0,0,0
MI2069503,14,0,0,0,0
MI2069711,14,0,0,0,0
MI2069841,14,0,0,0,0
MI2070225,14,0,0,0,0
MI2070538,14,0,0,0,0
MI2071111,14,0,0,0,0
MI2071125,14,0,0,0,0
MI2071141,14,0,0,0,0
MI2071338,14,0,0,0,0
MI2071479,14,0,0,0,0
MI2071911,14,0,0,0,0
MI2072111,14,0,0,0,0
MI2072238,14,0,0,0,0
MI2072938,14,0,0,0,0
MI2073347,14,0,0,0,0
MI2073438,14,0,0,0,0
MI2073738,14,0,0,0,0
MI2073747,14,0,0,0,0
MI2073825,14,0,0,0,0
MI2073863,14,0,0,0,0
MI2073938,14,0,0,0,0
MI2074047,14,0,0,0,0
MI2074147,14,0,0,0,0
MI2074347,14,0,0,0,0
MI2075438,100,.059999999,21.33333396911621,30,1
MI2075447,14,0,0,0,0
MI2075547,14,0,0,0,0
MI2075641,32,0,0,0,0
MI2076047,14,0,0,0,0
MI2076244,14,0,0,0,0
MI2076647,14,0,0,0,0
MI2077041,14,0,0,0,0
MI2077147,14,0,0,0,0
MI2077247,32,0,0,0,0
MI2077338,14,0,0,0,0
MI2077438,14,0,0,0,0
MI2077538,14,0,0,0,0
MI2077763,14,.071428575,4,4,1
MI2077847,14,0,0,0,0
MI2077863,14,0,0,0,0
MI2078447,14,0,0,0,0
MI2078963,14,0,0,0,0
MI2079063,154,.27922079,15.78888875246048,20,5
MI2079141,14,0,0,0,0
MI2079147,14,0,0,0,0
MI2079263,14,0,0,0,0
MI2079547,14,0,0,0,0
MI2079725,14,0,0,0,0
MI2079763,14,0,0,0,0
MI2079925,14,0,0,0,0
MI2080963,14,0,0,0,0
MI2081147,14,0,0,0,0
MI2081363,14,0,0,0,0
MI2081438,14,0,0,0,0
MI2081647,14,0,0,0,0
MI2082047,14,0,0,0,0
MI2082138,14,0,0,0,0
MI2082144,14,0,0,0,0
MI2082147,14,0,0,0,0
MI2082247,14,0,0,0,0
MI2082338,14,.071428575,6,6,1
MI2082344,14,0,0,0,0
MI2083638,14,0,0,0,0
MI2083838,14,0,0,0,0
MI2084679,14,0,0,0,0
MI2084938,14,0,0,0,0
MI2085538,14,0,0,0,0
MI2086641,14,0,0,0,0
MI2087341,153,.039215688,6,36,1
MI2087847,14,.14285715,5,5,2
MI2089047,32,0,0,0,0
MI2089225,32,0,0,0,0
MI2089341,14,0,0,0,0
MI2089347,14,0,0,0,0
MI2089741,14,0,0,0,0
MI2089747,14,0,0,0,0
MI2090463,14,.14285715,6,6,2
MI2090747,14,0,0,0,0
MI2090847,14,0,0,0,0
MI2091647,14,0,0,0,0
MI2091947,14,0,0,0,0
MI2092141,14,0,0,0,0
MI2092547,14,0,0,0,0
MI2093363,14,0,0,0,0
MI2093441,32,0,0,0,0
MI2094141,14,0,0,0,0
MI2097125,32,0,0,0,0
MI2097341,14,0,0,0,0
MI2097441,14,0,0,0,0
MI2097741,14,.14285715,5,5,2
MI2099641,14,0,0,0,0
MI2100241,14,0,0,0,0
MI2100363,14,0,0,0,0
MI2100944,14,0,0,0,0
MI2101541,14,0,0,0,0
MI2103379,14,0,0,0,0
MI2103579,14,0,0,0,0
MI2104363,14,0,0,0,0
MI2104479,14,0,0,0,0
MI2104879,14,0,0,0,0
MI2105363,14,0,0,0,0
MI2105463,14,0,0,0,0
MI2106179,14,0,0,0,0
MI2106363,14,0,0,0,0
MI2111363,14,0,0,0,0
MI2116225,14,0,0,0,0
MI2117425,14,0,0,0,0
MI2123363,14,.071428575,3,3,1
MI2126225,14,0,0,0,0
MI2127225,14,0,0,0,0
MI2128325,14,0,0,0,0
MI2129625,14,0,0,0,0
MI2131825,14,0,0,0,0
MI2131925,14,0,0,0,0
MI2132125,14,0,0,0,0
MI2136044,14,0,0,0,0
MI2136163,14,0,0,0,0
MI2138863,14,0,0,0,0
MI2140563,14,0,0,0,0
MI2140663,14,0,0,0,0
