pwsid,haa5,tthm,tthm_alt,haa5_alt,combined_dbp
UTAH10014,,0,,,0
UTAH10023,0,0,,,0
UTAH10033,16.299999,43.82,43.82,16.299999,60.119999
UTAH11002,0,1.4,1.4,,1.4
UTAH11004,,,,,
UTAH11006,,,,,
UTAH11010,1.1,5,5,1.1,6.0999999
UTAH11011,,,,,
UTAH11014,,.64999998,.64999998,,.64999998
UTAH11036,,,,,
UTAH11042,0,1.8,1.8,,1.8
UTAH11048,,0,,,0
UTAH11085,,2.2,2.2,,2.2
UTAH11087,,11.9,5.6000004,,11.9
UTAH12001,0,.69999999,.69999999,,.69999999
UTAH12002,0,,,,0
UTAH12003,,6.0999999,1,,6.0999999
UTAH12004,,,,,
UTAH12019,.89999998,,,.89999998,.89999998
UTAH13001,,,,,
UTAH13003,,0,,,0
UTAH13004,,,,,
UTAH13005,,.60000002,.60000002,,.60000002
UTAH13014,0,0,,,0
UTAH13038,0,,,,0
UTAH13049,,,,,
UTAH13050,1.4,22.1,2.6999998,1.4,23.5
UTAH13057,,,,,
UTAH14001,,0,,,0
UTAH14002,,,,,
UTAH14004,,.60000002,,,.60000002
UTAH14006,,0,,,0
UTAH14008,0,,,,0
UTAH14009,,11.3,11.3,,11.3
UTAH14010,2.0999999,5.3000002,7.3500004,,7.4000001
UTAH14011,,5.9299998,5.9299998,,5.9299998
UTAH14012,15.5,1.85,1.85,6.0999999,17.35
UTAH14013,,,,,
UTAH14024,1.4,22.4,8.1499996,1.4,23.799999
UTAH14050,,,,,
UTAH14051,0,.60000002,.60000002,,.60000002
UTAH14068,,0,,,0
UTAH15001,0,,,,0
UTAH15002,0,,,,0
UTAH15005,6.8000002,5.4499998,12.966667,1.7,12.25
UTAH15008,1.2,.44999999,.44999999,1.2,1.6500001
UTAH16001,0,1.3,1.3,,1.3
UTAH16002,,,,,
UTAH16003,,,,,
UTAH16009,0,0,,,0
UTAH17002,,.5,.5,,.5
UTAH17003,,,,,
UTAH17022,,,,,
UTAH17027,,,,,
UTAH18001,10.4375,34.580002,38.752777,10.4375,45.017502
UTAH18003,0,.69999999,.69999999,,.69999999
UTAH18004,20.360001,49.959999,43.230835,27.324585,70.32
UTAH18005,0,.34999999,.34999999,,.34999999
UTAH18006,25.985714,35.400002,27.680771,28.349697,61.385715
UTAH18007,27.320969,42.11087,45.115067,24.959002,69.431839
UTAH18010,4.083333,9.0200005,2.9416666,4.083333,13.103333
UTAH18011,14.83,40.653847,41.323479,17.200596,55.483849
UTAH18014,8.2958822,26.708334,24.024433,9.3493261,35.004215
UTAH18016,21.586176,23.732433,18.1,26.7575,45.318611
UTAH18017,16.200001,30.8375,16.771429,6.7249999,47.037498
UTAH18020,13.2775,34.136192,34.467937,23.017588,47.413692
UTAH18021,17.125,24.041666,29.668015,15.349232,41.166664
UTAH18023,23.295601,41.990002,45.503162,20.836134,65.285599
UTAH18024,0,1.7516668,1.7516668,,1.7516668
UTAH18025,22.414286,32.264706,36.578255,17.553524,54.678993
UTAH18026,26.515455,37.218407,37.931454,27.80373,63.733864
UTAH18027,20.103132,29.0275,29.031225,19.24688,49.13063
UTAH18028,20.596428,23.549999,26.737307,12.198818,44.146427
UTAH18031,0,1.8,1.8,,1.8
UTAH18032,4.8200002,20.700001,9.1508331,4.8200002,25.52
UTAH18039,,2,,,2
UTAH18043,33.799999,,,33.799999,33.799999
UTAH18049,0,.94999999,.94999999,,.94999999
UTAH18050,0,.80000001,,,.80000001
UTAH18051,,,,,
UTAH18054,1.9,80,7.75,1.9,81.900002
UTAH18131,8.2250004,6.4000001,22.384998,3.0366666,14.625
UTAH18133,22.17647,43.991665,44.484184,24.5175,66.168137
UTAH18141,,13.5,,,13.5
UTAH18143,0,6.5499997,6.5499997,,6.5499997
UTAH18147,1.7333333,15.043333,2.3133335,1.7333333,16.776667
UTAH18157,19.126364,34.446156,39.346176,17.111111,53.572517
UTAH18160,0,,,,0
UTAH18172,0,0,,,0
UTAH18173,21.7775,57.700001,20.299999,10.8,79.477501
UTAH18175,,,,,
UTAH18177,2.9666667,19.07,19.07,2.9666667,22.036667
UTAH18178,0,2,,,2
UTAH18181,,4,4,,4
UTAH19001,32.5,28.266666,,32.5,60.766666
UTAH19004,26.472727,37.827274,38.575001,15.581111,64.300003
UTAH19008,,.30000001,.30000001,,.30000001
UTAH19013,14.2,,,14.2,14.2
UTAH19046,,,,,
UTAH19064,,,,,
UTAH20001,0,7.4000001,,,7.4000001
UTAH20002,,,,,
UTAH20003,0,,,,0
UTAH20004,,,,,
UTAH20005,3.5,13.166667,,3.5,16.666668
UTAH20006,11.8,16.200001,16.200001,11.8,28
UTAH20007,,,,,
UTAH20008,,,,,
UTAH20009,,19,,,19
UTAH20010,0,,,,0
UTAH20011,3,1.4333333,1.4333333,,4.4333334
UTAH20012,0,9.8499994,9.8499994,,9.8499994
UTAH20013,6.5999999,2.5,2.5,6.5999999,9.1000004
UTAH20043,,.34999999,.34999999,,.34999999
UTAH20051,3.3,6.8499999,6.8499999,,10.15
UTAH20053,0,8.6999998,3,,8.6999998
UTAH20063,,,,,
UTAH21002,,.25,.25,,.25
UTAH21003,,5.6999998,5.6999998,,5.6999998
UTAH21006,,3.5,3.5,,3.5
UTAH21007,,,,,
UTAH21009,4.3000002,.69999999,.69999999,,5
UTAH21011,1.4,32.5,4.1999998,1.4,33.900002
UTAH21012,0,0,,,0
UTAH21013,0,1.2,1.2,,1.2
UTAH21014,,0,,,0
UTAH21016,,1.4,,,1.4
UTAH21017,18.5,4.6999998,4.6999998,18.5,23.200001
UTAH21020,1.3,3.8,3.8,1.3,5.0999999
UTAH21050,1.8,4.6999998,4.6999998,1.8,6.5
UTAH22001,,3.5,3.5,,3.5
UTAH22002,1.9,4.6999998,4.6999998,1.9,6.5999999
UTAH22003,,5.3499999,5.3499999,,5.3499999
UTAH22004,,2.8,2.8,,2.8
UTAH22005,,,,,
UTAH22006,,,,,
UTAH22007,,2,2,,2
UTAH22008,0,.80000001,.80000001,,.80000001
UTAH22011,7.125,23.611111,1.05,12,30.736111
UTAH22012,1.5,.80000001,.80000001,1.5,2.3
UTAH22013,0,0,,,0
UTAH22017,,15.8,,,15.8
UTAH22018,2.95,7.4000001,.80000001,2.95,10.35
UTAH22019,.5,7.9000001,,.5,8.3999996
UTAH22021,1.1,,,1.1,1.1
UTAH22030,1.2,.89999998,.89999998,1.2,2.0999999
UTAH22059,.70000005,9.75,3.3,.70000005,10.45
UTAH22079,2.3,.25,.25,,2.55
UTAH22104,,,,,
UTAH22137,5.6999998,5.8000002,15.083333,6.4499998,11.5
UTAH22143,,,,,
UTAH23002,0,.69999999,.69999999,,.69999999
UTAH23003,0,,,,0
UTAH23004,.18333334,2.2,2.2,.18333334,2.3833334
UTAH23007,0,2.7,2.7,,2.7
UTAH23008,1.95,8.125,2.3,1.95,10.075
UTAH23009,,2,2,,2
UTAH23010,.60000002,7.1999998,7.1999998,.60000002,7.7999997
UTAH23021,,,,,
UTAH23022,2.7,4.9849997,4.9849997,,7.6849995
UTAH23023,,8.25,8.25,,8.25
UTAH23039,0,0,,,0
UTAH23053,,,,,
UTAH23054,0,.5,,,.5
UTAH23058,,.5,.5,,.5
UTAH23066,7.9499998,11.55,,,19.5
UTAH23067,6.2166667,10.116667,10.116667,6.2166667,16.333334
UTAH23076,,2.3,2.3,,2.3
UTAH23085,,12.4,,,12.4
UTAH23087,,,,,
UTAH24001,1.5,8,4.6999998,1.5,9.5
UTAH24004,19.333334,10.066667,9.5749998,10.15,29.400002
UTAH24009,21.950001,34.933334,23.1,14.7,56.883335
UTAH24010,24.75,31.712,27.446667,24.75,56.461998
UTAH24012,10.733334,58.049999,17.483334,16.5,68.783333
UTAH24013,8.6999998,26.440001,,4.6500001,35.139999
UTAH24014,2.4000001,,,,2.4000001
UTAH24036,5.5,12.125,7.1999998,3.8833334,17.625
UTAH24038,5.4250002,23.333334,,,28.758335
UTAH24042,,14.6,,,14.6
UTAH25001,,1,1,,1
UTAH25002,,6.5666666,6.5666666,,6.5666666
UTAH25003,1.3,.34999999,.34999999,1.3,1.65
UTAH25004,0,,,,0
UTAH25005,0,.2,,,.2
UTAH25006,1.5428572,5.1727271,4.9709234,1.5428572,6.7155843
UTAH25007,,2.5,2.5,,2.5
UTAH25008,0,.89999998,.89999998,,.89999998
UTAH25009,,1.1,1.1,,1.1
UTAH25010,,,,,
UTAH25011,,.34999999,.34999999,,.34999999
UTAH25012,0,3.0999999,3.0999999,,3.0999999
UTAH25013,2.6500001,2.0999999,,,4.75
UTAH25015,.25,.72045457,.72045457,.25,.97045457
UTAH25016,.43333334,7.0999999,1,.43333334,7.5333333
UTAH25018,0,,,,0
UTAH25020,21.043478,26.049999,12.655882,12.626154,47.093475
UTAH25021,1.8,4.1166668,4.1166668,1.8,5.916667
UTAH25022,0,.52499998,.52499998,,.52499998
UTAH25028,0,,,,0
UTAH25033,,,,,
UTAH25044,,2.5,2.5,,2.5
UTAH25092,,,,,
UTAH25096,,1,1,,1
UTAH25109,7.6999998,1,1,,8.6999998
UTAH25112,24.265625,33.724998,13.35,15.65,57.990623
UTAH25137,,.69999999,.69999999,,.69999999
UTAH25138,0,.625,.625,,.625
UTAH25139,0,7.1500001,.85000002,,7.1500001
UTAH25142,9.666667,4.1750002,4.1750002,15.05,13.841667
UTAH25153,4.0999999,2.5,,4.0999999,6.5999999
UTAH25168,,18.9,6.3000002,,18.9
UTAH26002,,.89999998,.89999998,,.89999998
UTAH26003,1,0,,,1
UTAH26004,,,,,
UTAH26005,,.80000001,,,.80000001
UTAH26006,0,6.6999998,3.8,,6.6999998
UTAH26008,0,.73333335,.73333335,,.73333335
UTAH26011,0,1.7,,,1.7
UTAH26022,,,,,
UTAH26057,,9.3999996,,,9.3999996
UTAH26069,,9.3000002,3.6999998,,9.3000002
UTAH26080,28.1,17.833334,34.916668,15.424999,45.933334
UTAH26086,.80000001,1.9333334,1.9333334,.80000001,2.7333333
UTAH26091,0,0,,,0
UTAH26096,1.2,6.52,6.52,1.2,7.7200003
UTAH26100,.5,5.3000002,5.3000002,.5,5.8000002
UTAH27002,,18.6,.80000001,,18.6
UTAH27003,0,,,,0
UTAH27004,,3,,,3
UTAH27005,3.7,7.0999999,13.5,3.7,10.8
UTAH27006,12.133333,2.8,2.8,11.2,14.933333
UTAH27007,3,10.85,5.0500002,3,13.85
UTAH27008,3.1054544,14,20.416666,3.1054544,17.105453
UTAH27009,6.75,8.1000004,4.1999998,,14.85
UTAH27011,0,,,,0
UTAH27014,7.9000001,47.900002,28.15,,55.800003
UTAH27015,8.4499998,27.637209,4.4000001,,36.087208
UTAH27016,6.2249999,30.299999,,,36.524998
UTAH27017,37.288887,55.224998,46.049999,25.393333,92.513885
UTAH27018,0,7.5999999,2,,7.5999999
UTAH27019,,1.8,1.8,,1.8
UTAH27020,0,2.0999999,2.0999999,,2.0999999
UTAH27021,6.1333332,24.762501,8.8999996,5.3999996,30.895834
UTAH27025,,,,,
UTAH27049,,,,,
UTAH27051,0,8.3999996,1.8,,8.3999996
UTAH27059,11.4,39.633335,29.5,10.1,51.033333
UTAH27071,0,,,,0
UTAH27073,3.4000001,5.4499998,3.7999997,,8.8500004
UTAH27074,,1.3666667,1.3666667,,1.3666667
UTAH27085,,14.9,16.9,,14.9
UTAH27088,10.75,,,10.75,10.75
UTAH27094,11.3,25.900002,25.900002,3.05,37.200001
UTAH28001,,.80000001,.80000001,,.80000001
UTAH28005,0,1.3,1.3,,1.3
UTAH28007,,,,,
UTAH28011,2.5,1.6,1.6,2.5,4.0999999
UTAH28037,,0,,,0
UTAH28043,,0,,,0
UTAH29004,11.134,17.384615,,,28.518616
UTAH29005,0,,,,0
UTAH29006,0,.625,.625,,.625
UTAH29007,,8.8999996,,,8.8999996
UTAH29008,,,,,
UTAH29010,1.6,6.0749998,6.5666661,1.6,7.6749997
UTAH29011,11.645946,17.325001,19.630264,12.37204,28.970947
UTAH29014,0,8.8000002,,,8.8000002
UTAH29015,17.599998,12.5,20.799999,17.599998,30.099998
UTAH29016,2.3711112,8.3666668,16.247303,2.3711112,10.737778
UTAH29017,18.4,45.224998,42.168575,19.41111,63.625
UTAH29019,.65333331,2.1500001,2.1500001,.65333331,2.8033333
UTAH29020,14.077778,33.957142,21.575001,10.72,48.03492
UTAH29021,10.02,31.65,39.649998,16.5,41.669998
UTAH29022,8.7399998,16.1,29.699999,8.7399998,24.84
UTAH29023,10.257143,13.87,22.984999,9.9607143,24.127144
UTAH29094,,22.700001,20.700001,,22.700001
UTAH29109,,,,,
UTAH29118,4.3000002,16.700001,16.700001,4.3000002,21
UTAH29120,14.05,24.275,10.808333,14.05,38.325001
UTAH29124,,,,,
UTAH99999,35,,,,35
VA1021007,,,,,
VA1021043,1.1,1.9,1.9,1.1,3
VA1021046,38.75,63.599998,55.013332,31.106667,102.35
VA1021056,,2.7,,,2.7
VA1021126,0,0,,,0
VA1021700,34.5,43.857143,48.361904,32.25,78.357147
VA1027061,39.349998,65.866669,60.094624,41.060383,105.21667
VA1027065,43.599998,69.599998,69.76667,38,113.2
VA1027067,15.325,54.200001,79.950005,16.4,69.525002
VA1027068,49.25,60.57,60.57,31.1,109.82
VA1027069,41.599998,58.714287,57.959999,50.285713,100.31429
VA1027236,,,,,
VA1027237,0,30,3.2,,30
VA1035060,1.8,.25,.25,1.8,2.05
VA1035066,5,.6875,.6875,5,5.6875
VA1035087,2.5,30,6.2333331,2.5,32.5
VA1035088,11.621428,19.969999,18.32951,16.16316,31.591427
VA1035090,,,,,
VA1035095,,,,,
VA1035201,,,,,
VA1035203,,.25,.25,,.25
VA1035227,,,,,
VA1035295,19.5,33.25,47.233334,16.675001,52.75
VA1035437,0,.60000002,.60000002,,.60000002
VA1035475,,,,,
VA1035498,,,,,
VA1035573,,.80000001,.80000001,,.80000001
VA1035578,,,,,
VA1035581,.30000001,.58333337,.58333337,.30000001,.88333338
VA1035600,0,.60000002,.60000002,,.60000002
VA1035735,,,,,
VA1035740,,,,,
VA1035745,27.5,37.433334,37.433334,.76666665,64.933334
VA1035900,,.64999998,.64999998,,.64999998
VA1051092,44,61.444443,43.196667,32.466667,105.44444
VA1051100,38.125,48.099998,44.597275,38.112499,86.224998
VA1051107,39.583332,46.049999,51.899998,33.726665,85.633331
VA1051377,,5.3499999,5.3499999,,5.3499999
VA1051402,,32,,,32
VA1051720,25.866667,69.050003,67.599998,27.084723,94.916672
VA1051721,37,57.111111,78.004166,34.132141,94.111115
VA1051722,51.099998,32.650002,46.494499,41.432381,83.75
VA1051723,30.700001,58.666668,50.383331,31.573215,89.366669
VA1051724,37.299999,46.799999,18.933334,37.93,84.099998
VA1051725,43.599998,53.766666,64.933334,35,97.366669
VA1051726,42.849998,57.900002,60.907143,42.878571,100.75
VA1051727,34.549999,64.620003,62.061111,27.292065,99.169998
VA1051728,27.940001,46.224998,44.533333,30.306665,74.165001
VA1051729,41.542858,43.083332,48.049999,38.366669,84.62619
VA1051731,15,42.525002,51.458889,20.16,57.525002
VA1051732,47.424999,45.125,41.380001,42.198334,92.550003
VA1051735,37,59.25,59.25,42.662502,96.25
VA1051736,44,62.333332,75.535004,42.364998,106.33333
VA1051737,42.939999,56.142857,62.005146,32.195,99.082855
VA1063047,,,,,
VA1063143,,,,,
VA1063148,,,,,
VA1063150,,,,,
VA1063155,,,,,
VA1063220,,0,,,0
VA1063269,,,,,
VA1063690,,,,,
VA1063751,,,,,
VA1071090,0,.142,.142,,.142
VA1071104,,,,,
VA1071120,8.1000004,20.6,24.5,5.3533335,28.700001
VA1071200,15.6,25.4,17.9,9.0614996,41
VA1071205,,,,,
VA1071260,19.1,34.349998,28.195,12.04,53.449997
VA1071300,16.700001,34.650002,28.24,21.150002,51.350002
VA1071455,,.43000001,.43000001,,.43000001
VA1071520,3.6300001,18.566668,1.3200001,3.6300001,22.196667
VA1071551,0,5.3000002,5.3000002,,5.3000002
VA1071565,7.1999998,13.121667,7.8225002,17.455,20.321667
VA1071568,.252,1.4100001,1.4100001,,1.6620001
VA1071660,12.1,21.9,26.469999,4.8916664,34
VA1071665,8.1000004,28.84,28.84,6.0800004,36.940002
VA1071675,26.6,38.75,33.599998,16.700001,65.349998
VA1071700,21.166666,32.400002,21.748333,38.125,53.566666
VA1071710,19.9,17.6,17.6,12.26,37.5
VA1071845,14.8,50.400002,50.400002,8.2399998,65.200005
VA1071850,9.6999998,31.299999,34.169998,9.9041672,41
VA1071886,62.200001,5.1700001,105,62.200001,67.370003
VA1071920,9.6000004,31.626667,31.626667,10.75,41.226669
VA1071970,8.5,45.049999,37.799999,8.5,53.549999
VA1077048,,,,,
VA1077052,,,,,
VA1077200,25.625,35.200001,39.728573,37.066666,60.825001
VA1077240,29,34.02,53.801517,34.41,63.02
VA1077251,8,36,27.5,6.3499999,44
VA1077335,17.200001,5.3095241,5.3095241,6,22.509525
VA1077392,,,,,
VA1077539,,.69999999,.69999999,,.69999999
VA1077547,,,,,
VA1077570,28,40.200001,65.433334,35.758331,68.199997
VA1077618,,,,,
VA1077775,0,.51428574,.51428574,,.51428574
VA1077825,,1.2666667,1.2666667,,1.2666667
VA1105055,40,48.5,38.333332,49,88.5
VA1105060,14.525,65,49.399998,5.8333335,79.525002
VA1105065,18.700001,31.333334,26.525,35.400002,50.033333
VA1105070,29.666666,49.42857,66.235718,27.433334,79.095238
VA1105100,26.5,42.25,37.362499,19.6,68.75
VA1105125,32.799999,46.090908,67.091667,27.883333,78.890907
VA1105200,,.89999998,,,.89999998
VA1105210,1.2,,,,1.2
VA1105400,11.425,24.5,32.224998,6.6366668,35.924999
VA1105405,42,12,62.099998,9,54
VA1105450,13.25,44.799999,34.200001,23.313095,58.049999
VA1105460,23.799999,46.5,47.574997,24.858334,70.300003
VA1105470,36,38,62.083332,23.549999,74
VA1105500,28.4,25.85,26.416668,27.608334,54.25
VA1105750,30,46.809525,46.809525,35.233334,76.809525
VA1105800,24.25,43,45.490002,20.92,67.25
VA1105850,,3.3,,,3.3
VA1105860,,3.0999999,3.0999999,,3.0999999
VA1105870,36.5,66,52,5.75,102.5
VA1105900,16.18,35.200001,13.233572,16.796429,51.380001
VA1121034,9.6999998,.80000001,.80000001,,10.5
VA1121043,52.150002,56.566666,25.351665,37.89381,108.71667
VA1121045,51.560001,64.529999,33.820835,37.928619,116.09
VA1121048,,,,,
VA1121052,33.235294,35.3125,34.741665,31.68486,68.547791
VA1121057,24.1,17.48,17.48,,41.580002
VA1121065,0,,,,0
VA1121090,32.900002,37.653847,34.492584,36.361076,70.553848
VA1121150,,.75,.75,,.75
VA1121175,37.755554,30.125,34.979073,41.987278,67.880554
VA1121503,45.025002,35.950001,37.343002,38.419998,80.975006
VA1121565,,0,,,0
VA1121570,62.740002,52.224998,49.887146,43.626663,114.965
VA1121580,41.966667,38.560001,56.649643,54.117023,80.526672
VA1121643,40.299999,12.3,22.612501,35.016834,52.599998
VA1121655,0,2.1235714,2.1235714,,2.1235714
VA1121755,,0,,,0
VA1121820,,,,,
VA1121825,45.474998,27.466667,23.099667,46.938004,72.941666
VA1121842,0,,,,0
VA1121845,24.575001,29.4,26.100002,52.8475,53.974998
VA1121900,5,3.0450001,3.0450001,,8.0450001
VA1155050,,.37,.37,,.37
VA1155055,43.18,74.699997,67.53511,25.860168,117.88
VA1155150,26.311111,39.966667,25.333334,29.739048,66.277779
VA1155152,,,,,
VA1155300,,,,,
VA1155441,,,,,
VA1155485,29,61.533333,51.641666,17.6,90.533333
VA1155505,33.673332,37.533333,26.047501,48.943333,71.206665
VA1155521,46.375,31.450001,44.684998,31.52,77.824997
VA1155635,43.166668,36.299999,39.181213,43.97382,79.466667
VA1155641,43.669998,47.029999,40.965,47.047401,90.699997
VA1155700,1.28,.15000001,.15000001,,1.4299999
VA1155725,1.7,11,4.5999999,1.7,12.7
VA1155771,,,,,
VA1155850,,,,,
VA1167015,5.3499999,13.5,9.1949997,2,18.85
VA1167050,26,20,15.889394,10.014999,46
VA1167051,45.25,28.799999,32.404762,35.081905,74.050003
VA1167052,0,1.4,,,1.4
VA1167115,2,1.1666667,1.1666667,2,3.1666667
VA1167116,11,1.1,1.1,11,12.1
VA1167121,,1.0666667,1.0666667,,1.0666667
VA1167137,,,,,
VA1167175,,,,,
VA1167200,,,,,
VA1167250,,29.5,,,29.5
VA1167275,55.5,49.5,38.795834,32.474998,105
VA1167300,6,13.7,4.6083336,3.1500001,19.700001
VA1167385,4.1999998,36,,4.1999998,40.200001
VA1167450,3.9000001,33,19.166666,3.9000001,36.900002
VA1167455,39,33.080002,33.349998,47.566666,72.080002
VA1167501,,2.45,2.45,,2.45
VA1167540,1.3,4.5999999,4.5999999,1.3,5.8999996
VA1167586,14,69,14.849999,14,83
VA1167718,,5.9000001,5.9000001,,5.9000001
VA1167720,,2,2,,2
VA1167814,2.0999999,,,,2.0999999
VA1167885,0,.55000001,.55000001,,.55000001
VA1167888,13.5,31,25.200001,13.5,44.5
VA1167900,42.200001,90.285713,65.366669,31.316666,132.48572
VA1169110,3.7,14,4.0666666,3.7,17.700001
VA1169150,16.3125,35.599998,73.033333,20.014286,51.912498
VA1169200,20.700001,16.833334,23.366669,29.225555,37.533333
VA1169225,7.1999998,52,15.316667,9.5166664,59.200001
VA1169275,15,28,119.83334,51.933334,43
VA1169300,10,35,19.014999,20.366667,45
VA1169333,,.60000002,,,.60000002
VA1169350,30.333334,68,4.9333334,32.833336,98.333336
VA1169405,48.599998,53.599998,57.738636,47.0625,102.2
VA1169415,48.5,59,38.736668,39.150002,107.5
VA1169425,37,90.5,20,,127.5
VA1169650,44.666668,56.285713,47.829926,45.555359,100.95238
VA1169725,1,2.2333333,2.2333333,1,3.2333333
VA1169900,35.5,45.548573,45.548573,33.224998,81.048569
VA1169929,,1.8,1.8,,1.8
VA1173010,9,35,7.0999999,,44
VA1173023,25,13,36.800003,18.9,38
VA1173090,21.35,15.78,13.056666,15.185715,37.130001
VA1173106,,8.3000002,8.3000002,,8.3000002
VA1173260,,,,,
VA1173300,2.7549999,7.5799999,3.5916071,2.7549999,10.335
VA1173481,1.9570513,3.0564229,3.0564229,1.9570513,5.0134745
VA1173720,27.799999,25.450001,.89999998,2.5999999,53.25
VA1173723,0,.175,.175,,.175
VA1173738,21.52,68,46.150002,24,89.520004
VA1173742,0,.53333336,.53333336,,.53333336
VA1173745,6.0500002,4.0999999,4.0999999,6.0500002,10.15
VA1173770,15.3,28.333334,24.721428,29.120911,43.633335
VA1173783,25,20,23.500002,16.15,45
VA1173785,2.6500001,5.1333332,1.2,2.6500001,7.7833333
VA1185047,0,0,,,0
VA1185061,33.371429,33.528572,29.637638,28.788725,66.900002
VA1185062,18.799999,43.400002,44.099998,23.733334,62.200001
VA1185085,39.846153,49.444443,46.046665,42.376389,89.290596
VA1185105,29.25,51.25,30.648952,33.599998,80.5
VA1185107,,,,,
VA1185151,44,35.25,39.194641,43.066666,79.25
VA1185365,37.333332,51.333332,58.327778,36.033333,88.666664
VA1185400,43.200001,47,44.934998,34.233334,90.199997
VA1185625,27.961666,15.115,31.219,35.114056,43.076668
VA1185626,0,.5,,,.5
VA1185685,35.235714,51.875,43.279999,45.400002,87.110718
VA1185695,36.625,34.666668,41.872223,44.666069,71.291672
VA1185754,36,52.5,59.193333,27.782001,88.5
VA1185755,26.285715,33.799999,36.966667,29.528572,60.085716
VA1185761,18.433332,28,25.860001,23.125,46.433334
VA1185762,,9.6000004,9.6000004,,9.6000004
VA1185763,23.333334,39.222221,46.666668,34.453331,62.555557
VA1185766,43.375,40.5,27.74,39.400002,83.875
VA1185767,36.666668,55,37.0625,33.820831,91.666672
VA1185769,52.259998,48,53.39167,48.799999,100.25999
VA1191100,,,,,
VA1191150,42.5,58,54.065002,50.014282,100.5
VA1191295,4.4499998,27.300001,27.300001,,31.75
VA1191310,43.566666,15.05,15.05,43.566666,58.616665
VA1191311,40.599998,47.450001,47.450001,40.599998,88.050003
VA1191883,25.481396,35.770733,34.33947,25.209423,61.252129
VA1195040,33,61.5,66.599998,29.4,94.5
VA1195050,26,45.5,40.083336,23.075001,71.5
VA1195100,30.142857,29.285715,40.790001,23.422222,59.428574
VA1195170,18.59,58.833332,26.533333,29.353334,77.423332
VA1195200,2.7,12.1,12.1,2.7,14.8
VA1195550,,35.400002,35.400002,,35.400002
VA1195580,16.099998,29,.30000001,16.099998,45.099998
VA1195640,43.625,61.333332,65,45.900002,104.95833
VA1195650,36.25,56.222221,53.133331,43.049999,92.472221
VA1195700,13.8,43.400002,22.875,15.883333,57.200001
VA1195900,35.416668,50.078571,53.909344,36.471615,85.495239
VA1195910,23.333334,66,43.316666,42.666668,89.333336
VA1195915,67.699997,100.7,100.7,31.5,168.39999
VA1195930,42.333332,70.428574,54.516663,39.394283,112.7619
VA1195940,40,49.200001,38.150002,46.379997,89.199997
VA1195950,31.844444,51.866665,51.387272,41.277199,83.711105
VA1197021,18,37.5,59.283333,33,55.5
VA1197120,,.2,,,.2
VA1197220,,22,6.5999999,,22
VA1197345,33.525002,33.68,20.280626,28.264706,67.205002
VA1197364,1,18.849998,18.849998,1,19.849998
VA1197435,,7.8000002,7.8000002,,7.8000002
VA1197700,,2.4599998,2.4599998,,2.4599998
VA1197740,,,,,
VA1197810,38.142857,31,38.990871,36.178574,69.142853
VA1197880,35.825001,65,59.625397,39.400002,100.825
VA1520070,19.005882,21.527779,24.158518,18.737274,40.533661
VA1640243,28.333334,34.714287,40.284286,28.31282,63.047623
VA1720076,13.45,36,37.650002,19.5,49.450001
VA1720085,4.9000001,22.6,22.6,4.9000001,27.5
VA1750100,36.923809,44.736843,51.345951,33.071732,81.660652
VA1750101,50,56.5,80.349998,49.5,106.5
VA2003050,28.205715,38.871429,,,67.077148
VA2003051,31.414286,52.363335,,,83.777618
VA2003053,36.621555,39.985531,,,76.607086
VA2003054,7,,,,7
VA2003075,2,31.5,31.5,2,33.5
VA2003150,,,,,
VA2003162,2.4000001,28,9.5,2.4000001,30.4
VA2003168,,,,,
VA2003170,,1.7,1.7,,1.7
VA2003175,,.5,,,.5
VA2003250,,28.4,28.4,,28.4
VA2003255,,1.23,,,1.23
VA2003259,0,4.4000001,4.4000001,,4.4000001
VA2003260,,,,,
VA2003263,,,,,
VA2003270,0,0,,,0
VA2003275,,,,,
VA2003345,,,,,
VA2003355,,,,,
VA2003440,.69999999,0,,,.69999999
VA2003443,13.5,13.05,13.05,5.8499999,26.549999
VA2003475,,.30000001,.30000001,,.30000001
VA2003478,,,,,
VA2003525,,,,,
VA2003575,,0,,,0
VA2003600,,5.1999998,5.1999998,,5.1999998
VA2003650,,0,,,0
VA2003660,,,,,
VA2003675,,19.700001,19.700001,,19.700001
VA2003680,,11,2.45,,11
VA2003725,,4.3249998,4.3249998,,4.3249998
VA2003810,3.9000001,27,27,,30.9
VA2003825,6.3000002,39.558334,39.558334,6.3000002,45.858334
VA2003850,,,,,
VA2003880,0,,,,0
VA2003885,16,42,2.0999999,3.4000001,58
VA2003900,,,,,
VA2005030,30.5,15.95,15.95,12.6,46.450001
VA2005095,9.3249998,57.599998,72.550003,8.4471426,66.924995
VA2005160,11.2,42,25.450001,10.1,53.200001
VA2005380,4.4000001,,,,4.4000001
VA2005440,38.677776,31.333334,45.566666,40.900002,70.011108
VA2005480,10.5,29.700001,29,10.5,40.200001
VA2005560,0,0,,,0
VA2005600,27.799999,46.200001,27.626667,8.5166664,74
VA2005640,,,,,
VA2005800,33.599998,54.220001,53.250599,26.6,87.82
VA2005840,16,23.666666,23.508331,14.826666,39.666664
VA2005950,9.8999996,4.6000004,4.6000004,9.8999996,14.5
VA2015025,,38,,,38
VA2015050,,,,,
VA2015060,13,55.974998,,,68.974998
VA2015075,2,,,2,2
VA2015119,,,,,
