pwsid,haa5,tthm,tthm_alt,haa5_alt,combined_dbp
KY0210067,4,8.6099997,,,12.61
KY0210419,2.5999999,,,,2.5999999
KY0210637,2.375,3.22,,,5.5950003
KY0220164,35.396,40.071877,,,75.46788
KY0220335,48.537498,61.25,,,109.7875
KY0220555,60.429413,41.078571,,,101.50798
KY0230556,37.220001,45.18,,,82.400002
KY0230987,44.591667,48.858334,,,93.449997
KY0240201,35.412498,40.133335,,,75.545837
KY0240329,29,39.75,,,68.75
KY0240521,46.636364,40.46154,,,87.0979
KY0250473,37.183334,43.822224,,,81.005554
KY0250981,42.25,61.833332,,,104.08333
KY0260266,63.98,60.349998,,,124.33
KY0260737,40.557896,54.384998,,,94.942894
KY0270003,50.824001,61.360001,,,112.18401
KY0280267,50.450001,47.333332,,,97.783333
KY0290049,43,59,,,102
KY0290271,53.971428,94.059998,,,148.03143
KY0300109,6.3036366,35.266666,,,41.570305
KY0300320,43.666668,44,,,87.666672
KY0300336,7.5450001,41.37389,,,48.918892
KY0300387,7.3975,48.657143,,,56.054642
KY0300450,9.4300003,52.916668,,,62.346668
KY0300467,9.835,72,,,81.834999
KY0310114,37.459259,49.265358,,,86.724617
KY0310706,42.599998,56.833332,,,99.433334
KY0310940,18,34.400002,,,52.400002
KY0320383,3.5250001,,,,3.5250001
KY0330123,36,44.25,,,80.25
KY0330205,49.771427,43.25,,,93.021423
KY0340250,31.260937,43.923729,,,75.184662
KY0340965,34,35.716667,,,69.716667
KY0350133,3.29,15.2,,,18.49
KY0350134,20.542856,50.027271,,,70.570129
KY0351008,2.2,15.4,,,17.6
KY0360026,25.844444,61.17857,,,87.02301
KY0360152,3.3,,,,3.3
KY0360272,48.560001,83.080002,,,131.64
KY0360358,44.115791,78.431816,,,122.54761
KY0360463,1.0714285,8,,,9.0714283
KY0370128,24.375,35.883335,,,60.258335
KY0370137,21,25.26,,,46.260002
KY0370143,35.577419,45.064518,,,80.641937
KY0370346,35,36.633335,,,71.633331
KY0380149,0,0,,,0
KY0380193,2.7,,,,2.7
KY0390130,.69999999,8.1499996,,,8.8499994
KY0390444,.5,1.8,,,2.3
KY0400151,24.645454,40.299999,,,64.94545
KY0400233,37.822224,31.59375,,,69.41597
KY0410047,36.409092,49.646,,,86.055092
KY0410107,50.75,37.75,,,88.5
KY0410472,60.330433,56.857143,,,117.18758
KY0410662,82.5,74.25,,,156.75
KY0420027,2,0,,,2
KY0420084,2,3,,,5
KY0420172,1,6,,,7
KY0420194,0,0,,,0
KY0420274,.25,4.75,,,5
KY0420405,0,0,,,0
KY0420423,4.6666665,1,,,5.6666665
KY0420475,0,,,,0
KY0420534,2.5,2.5,,,5
KY0423170,1.25,,,,1.25
KY0430063,49.266666,44.433334,,,93.699997
KY0430244,33.557308,30.200001,,,63.757309
KY0430616,37.209599,56.760715,,,93.970314
KY0440167,64.839996,70.360001,,,135.2
KY0440168,39.877777,55.533333,,,95.41111
KY0450132,48.5,105,,,153.5
KY0450169,36.808697,69.792595,,,106.60129
KY0450365,37.799999,59,,,96.800003
KY0450376,25.1875,63.872223,,,89.059723
KY0450410,34.033333,9,,,43.033333
KY0450478,75.5,16.200001,,,91.699997
KY0450479,26.6,74.974998,,,101.575
KY0460182,,101,,,101
KY0460248,,17.200001,,,17.200001
KY0462024,2,,,,2
KY0462386,5.75,33,,,38.75
KY0462387,,8,,,8
KY0470118,29.093334,29.794117,,,58.887451
KY0470175,39.599998,41.954166,,,81.554169
KY0470393,33.989475,26.076923,,,60.066399
KY0470440,39.049999,25.025,,,64.074997
KY0470455,12.2,32.5,,,44.700001
KY0470990,9.1615381,18.441668,,,27.603207
KY0480028,13.3625,18.1,,,31.462502
KY0480092,40.93,53.827274,,,94.757278
KY0480125,8.2090912,13.857142,,,22.066235
KY0480178,23.852381,54.625,,,78.477379
KY0480262,22.977777,17.1,,,40.077778
KY0480265,42,54.25,,,96.25
KY0480277,29.285715,53.333332,,,82.619049
KY0480341,34,40.25,,,74.25
KY0480461,24.75,53,,,77.75
KY0480498,13.666667,54.25,,,67.916664
KY0480565,35.666668,37.666668,,,73.333336
KY0480572,29.666666,67.777779,,,97.444443
KY0480603,6.5,19,,,25.5
KY0480650,38,47.25,,,85.25
KY0483135,15.98,22.857143,,,38.837143
KY0483727,29.25,48.5,,,77.75
KY0490096,24.955555,39.006248,,,63.961803
KY0490179,17.714285,59.279999,,,76.994286
KY0500166,31.48889,32.5,,,63.988892
KY0500305,27,12.5,,,39.5
KY0500476,21.888889,26.333334,,,48.222221
KY0510188,35.552631,36.719231,,,72.271866
KY0510189,41.238461,47.762501,,,89.000961
KY0510510,35.816666,22.16,,,57.976665
KY0512406,10,47.653332,,,57.653332
KY0513013,54,0,,,54
KY0520122,4.6500001,55.049999,,,59.700001
KY0520192,12.677778,47.905556,,,60.583336
KY0520520,10.1,38.049999,,,48.150002
KY0530077,2.2750001,9.666667,,,11.941668
KY0530083,1,.33333334,,,1.3333334
KY0532233,0,,,,0
KY0540108,34.666668,44.5,,,79.166672
KY0540138,41.75,77.75,,,119.5
KY0540269,41.285713,55.333332,,,96.619049
KY0540328,6,2.5,,,8.5
KY0540406,52,55.666668,,,107.66667
KY0540465,3,13,,,16
KY0540656,42.666668,89.666664,,,132.33333
KY0540936,28.85,54.878788,,,83.72879
KY0540958,59.227779,60.76923,,,119.99701
KY0540977,43,70.285713,,,113.28571
KY0550209,39.585712,61.315788,,,100.9015
KY0550784,77.633331,76.974998,,,154.60834
KY0560258,14.182609,21.438334,,,35.620941
KY0560639,5.0500002,1.25,,,6.3000002
KY0570010,41.666668,58.944443,,,100.61111
KY0570214,45.52,56.880001,,,102.4
KY0570249,33.299999,65.628571,,,98.928574
KY0570315,35.792858,58.540627,,,94.333481
KY0580340,39.78421,40.789474,,,80.573685
KY0590220,28.111111,46.337776,,,74.448883
KY0593423,,106,,,106
KY0600062,48.700001,52.445454,,,101.14545
KY0600129,59,70,,,129
KY0600198,15.233334,61,,,76.233337
KY0610016,28.742105,47.714287,,,76.45639
KY0610110,29.76923,25.92,,,55.689232
KY0620200,40.233334,39.150002,,,79.383331
KY0620237,67.714287,63.450001,,,131.16429
KY0630238,32.073334,50.542107,,,82.61544
KY0630255,31.2125,52.666668,,,83.879166
KY0630451,27.25,31.222221,,,58.472221
KY0630477,27.658823,42.809525,,,70.468346
KY0630797,33.5,34.555557,,,68.055557
KY0640257,20.433332,44.049999,,,64.48333
KY0650024,35.5,39.5,,,75
KY0660204,40.400002,56,,,96.400002
KY0670213,33.540001,67.949997,,,101.49
KY0670279,4.6999998,10.4,,,15.099999
KY0670462,51.875,60.599998,,,112.475
KY0670466,27.325001,53.5,,,80.824997
KY0672292,23.85,0,,,23.85
KY0672553,36.549999,,,,36.549999
KY0673052,,14,,,14
KY0680153,.5,,,,.5
KY0680438,0,1.8,,,1.8
KY0690089,72.75,40.666668,,,113.41667
KY0690203,36.799999,46.5625,,,83.362503
KY0690278,68.466667,59.900002,,,128.36667
KY0690417,40.218182,48.022221,,,88.240402
KY0700162,38.5,47.599998,,,86.099998
KY0700243,41.5,94.650002,,,136.14999
KY0700380,14,50.5,,,64.5
KY0700401,25,50,,,75
KY0700532,36.875,50.223076,,,87.098076
KY0710001,29.085714,58.933334,,,88.019051
KY0710012,31.620001,75.900002,,,107.52
KY0710247,31,72.199997,,,103.2
KY0710318,29,47,,,76
KY0710378,30.049999,48.240002,,,78.290001
KY0710707,32,64.400002,,,96.400002
KY0710951,47.25,61.42857,,,108.67857
KY0720113,24.233334,55.333332,,,79.566666
KY0720227,44.259998,57.599998,,,101.86
KY0720552,41.375,50.25,,,91.625
KY0720933,37.666668,53.333332,,,91
KY0730454,29.666666,59.380001,,,89.046669
KY0730533,38.036587,49.400002,,,87.436584
KY0732457,19.578571,66.243477,,,85.822052
KY0740276,40.045162,35.496296,,,75.541458
KY0750055,50.799999,54.23077,,,105.03077
KY0750207,42.777779,29.166666,,,71.944443
KY0750252,43.349998,70.279999,,,113.63
KY0750529,28.6,44.666668,,,73.26667
KY0750907,61.5,,,,61.5
KY0753505,39,,,,39
KY0760030,47.264286,50.733334,,,97.99762
KY0760224,32,44.25,,,76.25
KY0760370,34.578949,43.894737,,,78.473686
KY0760407,40.358334,48.455555,,,88.813889
KY0760672,36.333332,55.5,,,91.833328
KY0762637,43.727272,62.825001,,,106.55228
KY0770525,62.5,74.042854,,,136.54285
KY0770566,61.793751,58.633335,,,120.42709
KY0780241,41.720001,51.68182,,,93.401825
KY0780268,44.857143,42.625,,,87.482147
KY0790029,0,2,,,2
KY0790056,.5,.66666669,,,1.1666667
KY0790173,0,0,,,0
KY0790216,0,0,,,0
KY0790319,.40000001,1.54,,,1.9399999
KY0800273,52.345833,59.338463,,,111.6843
KY0810046,50.52,49.233334,,,99.753334
KY0810275,33.314999,47,,,80.315002
KY0810366,5.98,47.599998,,,53.579998
KY0810460,,2.75,,,2.75
KY0820041,.80000001,9,,,9.8000002
KY0820369,7,18.9,,,25.9
KY0820481,1.05,32.5,,,33.549999
KY0820641,24.174999,19.666666,,,43.841667
KY0822462,,0,,,0
KY0830148,46.25,54.599998,,,100.85
KY0831010,47.289474,48.439999,,,95.729477
KY0840048,48.142857,61.657143,,,109.8
KY0840180,41.900002,63.253571,,,105.15357
KY0840321,43.125,65.414284,,,108.53928
KY0840587,21.5,51.049999,,,72.550003
KY0850115,45.666668,66.849998,,,112.51666
KY0860141,50.400002,39.880001,,,90.279999
KY0860150,39,,,,39
KY0860426,37,42.080002,,,79.080002
KY0870147,60.25,31.575001,,,91.824997
KY0870212,39.5,76.428574,,,115.92857
KY0870246,48.860001,52.049999,,,100.91
KY0870290,37.5,32.380001,,,69.880005
KY0870298,50.299999,46.310001,,,96.610001
KY0870367,50.799999,63.185715,,,113.98572
KY0880452,59.990002,32.728573,,,92.718575
KY0880594,55,85.333336,,,140.33334
KY0890071,49.229168,45.016666,,,94.245834
KY0890106,53.5,62.799999,,,116.3
KY0890170,36.333332,55,,,91.333328
KY0890302,40.75,52.314285,,,93.064285
KY0890304,40.25,30.533333,,,70.783333
KY0900017,41.42857,45.966667,,,87.395233
KY0900031,,52.400002,,,52.400002
KY0900312,47.5,79,,,126.5
KY0900323,19.733334,39.655556,,,59.388889
KY0910065,56.472729,62.333332,,,118.80606
KY0910314,30.6,54.75,,,85.349998
KY0910675,36.833332,63.470589,,,100.30392
KY0920025,24.166666,28,,,52.166664
KY0920070,48.833332,36.5,,,85.333328
KY0920136,48.611111,57.075001,,,105.68611
KY0920181,71.239998,65.757141,,,136.99713
KY0920332,38.866665,42.814285,,,81.680954
KY0920631,40,32.75,,,72.75
KY0930333,4.1166668,19.924999,,,24.041666
KY0930481,5.8499999,,,,5.8499999
KY0940430,40.218182,51.622223,,,91.840408
KY0950036,43.183334,70.25,,,113.43333
KY0960051,17.137501,60.033333,,,77.170837
KY0960112,35.733334,51.033333,,,86.766663
KY0960126,43.49091,52.433334,,,95.92424
KY0960348,33.75,51.433334,,,85.183334
KY0960499,53.860001,66.900002,,,120.76
KY0970184,44.487499,75.421051,,,119.90855
KY0970484,25.700001,63.528572,,,89.228577
KY0971007,59,83.5,,,142.5
KY0980120,37.666668,49.82,,,87.486664
KY0980350,28.93158,55.772728,,,84.704308
KY0980575,37.400002,74.330772,,,111.73077
KY0980898,1.6,,,,1.6
KY0990074,29.142857,41.762501,,,70.905357
KY0990281,36.921429,42.400002,,,79.321426
KY0990357,31.75,21,,,52.75
KY0990418,46,58,,,104
KY1000043,40,78.120003,,,118.12
KY1000050,43.799999,64.25,,,108.05
KY1000124,58.881817,36.054546,,,94.936363
KY1000311,29,38.916668,,,67.916672
KY1000362,35,39.733334,,,74.733337
KY1000363,37.222221,34.25,,,71.472221
KY1000403,27.690908,35.686363,,,63.377274
KY1000973,31.92,41,,,72.919998
KY1010297,46.799999,62.849998,,,109.64999
KY1020253,26.299999,29.933332,,,56.23333
KY1020288,28.9,38.599998,,,67.5
KY1020299,42.186958,37.008335,,,79.195297
KY1020889,48,40.714287,,,88.714287
KY1020891,33.18182,54,,,87.181824
KY1030292,41.849998,54,,,95.849998
KY1030375,28.142857,69.625,,,97.767853
KY1030480,43.333332,46.57143,,,89.904762
KY1040210,38.627274,48.152382,,,86.779655
KY1040377,72.400002,35.885715,,,108.28572
KY1050157,35.360001,33.23077,,,68.590775
KY1060324,21.290909,30.615385,,,51.906296
KY1060394,37.152779,37.385715,,,74.538498
KY1060436,22.25,34.299999,,,56.549999
KY1060457,40.766666,23.84,,,64.606667
KY1070144,25.4265,39.505554,,,64.932053
KY1070398,43,57.970001,,,100.97
KY1080425,8.833333,21.076923,,,29.910255
KY1090060,37.170372,39.147369,,,76.317741
KY1100121,43,39.666668,,,82.666672
KY1100171,18,30.666666,,,48.666664
KY1100428,37.599998,43.224998,,,80.824997
KY1100944,38.599998,63.666668,,,102.26666
KY1101005,22.5625,33.919998,,,56.482498
KY1110019,30.173077,31.75,,,61.923077
KY1110054,24.719999,35.099998,,,59.82
KY1112364,1.8,4,,,5.8000002
KY1120289,0,1.2,,,1.2
KY1120431,1.2,14.033334,,,15.233334
KY1130293,31.553846,60.623077,,,92.176926
KY1130422,27.644444,53.5,,,81.14444
KY1130433,53.5,67.400002,,,120.9
KY1130434,48.5,70.333336,,,118.83334
KY1140038,38.280643,43.55484,,,81.83548
KY1140487,42.563637,50.895,,,93.458633
KY1150415,37.519047,60,,,97.519043
KY1160291,47.259998,56.714287,,,103.97429
KY1170073,44.700001,84.25,,,128.95
KY1170104,43,74.599998,,,117.6
KY1170361,41.133335,77,,,118.13333
KY1170388,34.857143,51.333332,,,86.190475
KY1170400,47,65.75,,,112.75
KY1170995,53.42857,58.385715,,,111.81429
KY1180085,31.5,58.176472,,,89.676468
KY1180093,17.166666,66.166664,,,83.333328
KY1180468,41.700001,69.150002,,,110.85001
KY1180471,43.530769,39.888889,,,83.419662
KY1183728,45.400002,58.950001,,,104.35001
KY1190061,48.733334,56.25,,,104.98334
KY1190894,0,,,,0
KY1200283,24,20.033333,,,44.033333
KY1200310,37.080002,18.4,,,55.480003
KY1200411,36,67.5,,,103.5
KY1200439,24.9,37.380001,,,62.279999
LA1001001,10.8,18.799999,18.799999,27.746666,29.599998
LA1001002,20.883333,54.861538,47.475716,19.776218,75.744873
LA1001003,5.8000002,57,44.531666,8.8400002,62.799999
LA1001004,11.65,44.150002,39.040001,13.833333,55.800003
LA1001005,40.125,49.283333,39.895237,19.687618,89.408333
LA1001006,14.1,27.1,15,11.98,41.200001
LA1001007,14.2,48.599998,39.966667,12.200001,62.799999
LA1001022,18.575001,51.5,42.710999,19.047333,70.074997
LA1001023,2.3647618,11.583333,11.583333,2.3647618,13.948095
LA1001024,15.3,40.700001,24.373333,11.305,56
LA1001025,13.366667,61.025002,56.409172,12.703194,74.39167
LA1001026,15.866667,47,34.269997,21.800001,62.866669
LA1003001,.35499999,5.4000001,1.405,.35499999,5.7550001
LA1003002,.36000001,2.1750002,2.1750002,,2.5350003
LA1003003,6.8000002,6.0900002,6.0900002,1.6500001,12.89
LA1003005,14.43,19.903334,19.903334,11.455,34.333336
LA1003006,.35499999,7.73,7.73,.35499999,8.085
LA1003007,9.5,22.5,15.783333,11.35,32
LA1003008,3.46,2.7,2.7,3.46,6.1599998
LA1003009,50.916668,59.599998,71.73381,63.509003,110.51666
LA1003010,36.237499,79.933998,59.78857,29.43,116.17149
LA1003011,34.733334,65.377144,60.809498,33.442165,100.11047
LA1005001,3.7,27.828571,5.0562854,3.7,31.528572
LA1005004,4.6999998,13.2,13.525,,17.9
LA1005005,1.7925,.97666669,.97666669,1.7925,2.7691667
LA1005006,.26666668,.5,.5,.26666668,.76666665
LA1005030,10.718572,7.1160002,6.1731205,.86666673,17.834572
LA1005035,19.342106,26.915001,28.430815,30.615374,46.257107
LA1005036,,,,,
LA1005045,35.4375,65.023079,78.84333,36.829166,100.46058
LA1005046,3.8966668,11.966666,4.9400001,3.8966668,15.863333
LA1005074,,,,,
LA1005085,,.60000002,.60000002,,.60000002
LA1005112,1.3,0,,1.3,1.3
LA1005114,0,.60000002,.60000002,,.60000002
LA1005118,.59666669,.42833334,.42833334,.59666669,1.0250001
LA1005119,.41,5.8000002,5.8000002,.41,6.21
LA1005147,.33000001,0,,.33000001,.33000001
LA1005148,1.1,2.4000001,,1.1,3.5
LA1005152,1.5566667,5.6750002,,1.5566667,7.231667
LA1005153,.94999999,.44999999,,.94999999,1.4
LA1005159,,,,,
LA1005171,1.7,5.6000004,5.6000004,1.7,7.3000002
LA1005175,1.05,0,,1.05,1.05
LA1005186,,,,,
LA1005202,3.3500001,,,3.3500001,3.3500001
LA1005203,,0,,,0
LA1005206,1.3,,,,1.3
LA1005208,5.1999998,24.799999,7.5799999,2.5,30
LA1005210,.28999999,0,,.28999999,.28999999
LA1005211,0,77,46.5,,77
LA1007001,50.653847,73.551376,72.914627,41.54895,124.20522
LA1009002,22.445,56,56.376663,16.703751,78.445
LA1009003,18.200001,38.299999,35.25,18.133333,56.5
LA1009004,7.0999999,21.683334,21.683334,15.3,28.783335
LA1009005,21.290001,62.536667,57.526428,17.371428,83.826668
LA1009006,16.75,63.200001,53.441666,18.126667,79.949997
LA1009007,28,73.377144,31.75,28.649998,101.37714
LA1009008,11.795,69.900002,52.866669,10.483334,81.695
LA1009010,21.6,60.185715,54.080162,16.860439,81.785713
LA1009011,5.8899999,37,34.933334,23.699999,42.889999
LA1009012,12.4,39.200001,33.666668,10.85,51.599998
LA1009013,.94333333,9.8999996,,.94333333,10.843333
LA1009014,2.75,15.5375,31.700001,2.75,18.2875
LA1009015,6.5749998,66.300003,67.917503,19.265108,72.875
LA1009016,8.3000002,15.1,13.05,2.5999999,23.400002
LA1009017,8.4700003,29.855,34.580002,8.4700003,38.325001
LA1009020,22.4,60.133335,53.883335,20.905832,82.533333
LA1009021,2.2733333,26.799999,14.753334,2.2733333,29.073332
LA1011001,.108,.52999997,,.108,.63799995
LA1011004,0,,,,0
LA1011007,.44999999,,,,.44999999
LA1011008,1.8836665,17.718571,16.312119,1.8836665,19.602238
LA1011009,3.052,6.3499999,5.5,3.052,9.4020004
LA1011012,.68666667,1.41,1.41,.68666667,2.0966666
LA1013001,0,2.8266666,2.8266666,,2.8266666
LA1013002,89.900002,143.93333,131.88,114.94357,233.83334
LA1013003,1.0325,.36666667,.36666667,1.0325,1.3991667
LA1013004,0,5.6000004,5.6000004,,5.6000004
LA1013005,.95666671,.95249999,.95249999,.95666671,1.9091667
LA1013006,25.0375,60.224998,38.921665,30.013809,85.262497
LA1013007,3.335,5.8499999,.64999998,3.335,9.1849995
LA1013008,2.2,.33666667,.33666667,2.2,2.5366666
LA1013009,0,0,,,0
LA1013010,3.1999998,4.1999998,4.1999998,3.1999998,7.3999996
LA1013011,5.7725,26.200001,7.6950002,5.8166666,31.9725
LA1013012,,3.9508333,3.9508333,,3.9508333
LA1013013,1.9,5.5666666,4.7166667,1.9,7.4666667
LA1013014,56,78.333336,67.166664,48.251663,134.33334
LA1013015,,.63999999,.63999999,,.63999999
LA1013016,.77999997,1.5925,1.5925,,2.3724999
LA1013017,2.1925001,1.6825,1.6825,2.1925001,3.875
LA1013018,5.9699998,21.6,21.6,5.9699998,27.57
LA1013019,.23999999,1.6199999,1.6199999,.23999999,1.8599999
LA1013020,7,19.6,12.925,12.127501,26.6
LA1013021,1.9033333,1.1,1.1,1.9033333,3.0033333
LA1013022,9.6675005,6,5.2999997,9.6675005,15.6675
LA1013023,52.166668,65.466667,28.377144,30.824127,117.63333
LA1015002,8.8255558,17.16,19.271767,11.472667,25.985556
LA1015004,7.3723998,12.01375,13.973633,10.411375,19.38615
LA1015005,11.4,15.54,25.751431,9.7176189,26.939999
LA1015006,1.5573809,19.280001,19.280001,1.5573809,20.837381
LA1015009,3.4000001,2.1099999,2.1099999,3.4000001,5.5100002
LA1015011,2.2740002,27.666666,37.092857,2.2740002,29.940666
LA1015012,37.099998,57.233334,63.300003,9.8950005,94.333328
LA1015016,48.442856,183.2625,119.17429,58.099461,231.70535
LA1015018,3.4754972,5.7318749,3.9606061,3.4754972,9.2073727
LA1015021,0,2.675,,,2.675
LA1015022,21.643999,35.106087,42.737972,20.748692,56.750084
LA1015023,16.414286,74.800003,78.089996,34.089046,91.214287
LA1015024,8.5935717,14.756667,14.756667,8.5935717,23.350239
LA1015026,.49833333,4.7649999,4.7649999,.49833333,5.2633333
LA1015029,9.5880003,43.950001,60.606346,4.7624998,53.538002
LA1015030,.32499999,0,,.32499999,.32499999
LA1015032,7.5500002,0,,,7.5500002
LA1015036,.465,,,.465,.465
LA1015039,5.5444441,109.505,29.376381,5.5444441,115.04944
LA1015040,18.062857,33.452499,54.243862,16.5,51.515358
LA1015041,7.4000001,12.05,13.933333,4.6500001,19.450001
LA1015044,13.115,11.583334,11.583334,13.115,24.698334
LA1015047,7.1999998,,,7.1999998,7.1999998
LA1015048,4.4550004,1.4,1.4,4.4550004,5.8550005
LA1017001,0,5.5733333,5.5733333,,5.5733333
LA1017002,1.8642857,28.628334,28.628334,1.8642857,30.49262
LA1017004,14.444445,47.471428,77.448341,14.059723,61.915871
LA1017005,3.75,29.033333,38.275002,3.75,32.783333
LA1017006,23.686251,19.094999,17.255486,24.786291,42.78125
LA1017008,,,,,
LA1017009,2.5,.53333336,.53333336,,3.0333333
LA1017010,13.2,4.8499999,4.8499999,,18.049999
LA1017012,6.8499999,28.700001,15.459999,4.2233334,35.549999
LA1017014,10.668333,51.323334,46.104446,22.721828,61.991669
LA1017015,12.775,17.4,18.150002,8.6000004,30.174999
LA1017016,12.016666,10.824,117.93722,16.067833,22.840668
LA1017017,18.514286,12.103333,25.224001,24.316668,30.617619
LA1017018,5.0066667,13.875,13.875,5.0066667,18.881666
LA1017019,11.268,16.58909,28.568571,14.930667,27.85709
LA1017023,52.549999,116.83334,77.199265,60.60107,169.38333
LA1017026,44.46875,116.2875,86.621674,102.64381,160.75626
LA1017027,10.404546,18.575714,18.370358,12.216249,28.980259
LA1017028,4.9366665,34.299999,30.906666,4.9366665,39.236664
LA1017029,1.2233334,14.366667,15.349999,1.2233334,15.59
LA1017031,25.094736,34.948277,43.630341,27.106058,60.043015
LA1017033,13.3025,82.071426,69.369339,17.628572,95.373924
LA1017035,17.15,44.705002,53.602501,8.2333336,61.855003
LA1017036,7.6616669,24.299999,51.851669,11.251667,31.961666
LA1017037,25.387501,23.450001,27.184065,32.245834,48.837502
LA1017038,7.1999998,,,7.1999998,7.1999998
LA1017042,22.566668,30.414286,46.224998,18.855,52.980953
LA1017050,54,71.099998,,54,125.1
LA1017051,.75999999,8.8999996,2.3499999,.75999999,9.6599998
LA1017052,1.8333334,9.8099995,9.8099995,1.8333334,11.643332
LA1017058,8.3199997,15.7,26.121668,8.9666662,24.02
LA1017061,6.8000002,11.895,2.4649999,6.8000002,18.695
LA1017062,9.6000004,18.555,18.555,4.29,28.155001
LA1017063,.23999999,18.476665,18.476665,.23999999,18.716665
LA1017066,1.62,3.2749999,3.2749999,,4.895
LA1017070,7.9966664,25.601667,38.746666,6.7233334,33.598335
LA1017072,5.0500002,22.5,10.013333,5.0500002,27.549999
LA1017073,1.1,26.700001,22.610001,1.1,27.800001
LA1017075,31.780001,50.212502,49.5905,26.742664,81.9925
LA1017076,.34,2.3,2.3,.34,2.6399999
LA1017081,10.723333,46.866665,52.915001,3.6999998,57.589996
LA1017082,2,24.415833,24.415833,2,26.415833
LA1017083,11.435,8.0500002,11.485333,3.6858335,19.485001
LA1017084,18.725,27.549999,17.799999,17.498333,46.275002
LA1017087,1.8,32.200001,17.5,1.8,34
LA1017089,20.266666,68.599998,68.599998,49.099998,88.866669
LA1017090,23.25,1.91,1.91,,25.16
LA1017091,5.0999999,24.85,.26666668,5.0999999,29.950001
LA1017092,39.033333,50.924999,76.333328,41.958332,89.958328
LA1019001,9.3021431,14.6275,7.3299999,9.3021431,23.929642
LA1019008,2.2,6,4.0999999,2.2,8.1999998
LA1019018,,12.116667,12.116667,,12.116667
LA1019024,1.5700001,7.0999999,10.438334,1.5700001,8.6700001
LA1019026,7.0666666,17.9,24.549999,7.0449996,24.966667
LA1019028,7.5,6.0599999,6.0599999,2.3000002,13.559999
LA1019029,7.9124269,14.642858,16.927393,7.9124269,22.555285
LA1019034,,,,,
LA1019039,,2.9000001,2.9000001,,2.9000001
LA1019042,13.59,25.469999,25.469999,2.0999999,39.059998
LA1019044,5.9521427,15.498571,14.712,4.9769201,21.450714
LA1019048,8.5,30.6,9.6000004,3.25,39.099998
LA1019051,6.5528569,9.438571,13.985285,5.0551515,15.991428
LA1019052,2.8333335,10.12,16.67,2.8333335,12.953333
LA1019053,.60000002,6.4099998,6.4099998,.60000002,7.0099998
LA1019054,2.9566665,7.5666666,10.900001,2.9566665,10.523333
LA1019057,0,,,,0
LA1019059,.72333336,,,.72333336,.72333336
LA1019073,,,,,
LA1019076,2.7249999,29.200001,1.7,2.7249999,31.925001
LA1019079,2.1100001,5.5999999,4.4250002,2.1100001,7.71
LA1019080,3.9008331,10.65,8.583333,3.9008331,14.550833
LA1019083,5.6399999,9.7449999,9.7449999,,15.385
LA1019084,5.8000002,23.299999,16.550999,.87,29.099998
LA1019085,5.6666665,12.65,8.1000004,3.4000001,18.316666
LA1019087,0,1.3,,,1.3
LA1019091,5.5999999,18.266666,18.15,5.375,23.866667
LA1019092,,,,,
LA1019096,5.0774999,6,6,5.0774999,11.077499
LA1019098,6.3499999,11.426666,23.673334,6.3499999,17.776667
LA1019101,.49000001,3.0333333,3.0333333,.49000001,3.5233333
LA1019102,6,5.9833331,4.2333336,,11.983334
LA1019105,4.1491666,10.333333,7.9400001,4.1491666,14.4825
