pwsid,haa5,haa5_syr3,haa5_syr4,tthm,tthm_syr3,tthm_syr4,combined_dbp,combined_dbp_syr3,combined_dbp_syr4
MO1010464,30.761538,35.380001,27.875,46.446156,40.174999,56.48,77.207695,75.555,84.354996
MO1010466,9.3500004,7.3266668,9.3500004,19.641251,59.200001,13.99,28.991251,66.526665,23.34
MO1010481,0,0,11.44,13.8,0,13.8,13.8,0,25.24
MO1010489,0,1.87,0,15,1.23,15,15,3.0999999,15
MO1010508,35.611763,45.025002,27.244444,46.634998,58.971428,39.99231,82.246765,103.99643,67.236755
MO1010510,57.173332,63.299999,53.08889,89.628571,107.775,65.433334,146.80191,171.075,118.52222
MO1010511,32.700001,0,32.700001,84.5,0,84.5,117.2,0,117.2
MO1010532,0,0,2.3599999,2.1500001,0,8.4549999,2.1500001,0,10.815
MO1010541,14.2,0,14.2,46.299999,0,46.299999,60.5,0,60.5
MO1010546,19.5,0,19.5,80.800003,0,80.800003,100.3,0,100.3
MO1010548,0,23.9,26.139999,57.900002,57.900002,32.830833,57.900002,81.800003,58.970833
MO1010567,17.4,0,17.4,80.166664,0,80.166664,97.566666,0,97.566666
MO1010580,8.8000002,8.8800001,17.6,22.35,25,19.700001,31.150002,33.880001,37.300003
MO1010583,18.200001,0,18.200001,9.3999996,0,9.3999996,27.6,0,27.6
MO1010589,0,0,7.9200001,3.2233334,0,3.2233334,3.2233334,0,11.143333
MO1010599,20.1,21.18,20.1,67.742859,124,58.366665,87.842857,145.17999,78.466667
MO1010605,10.9,10.9,6.1599998,39,8.3500004,39,49.900002,19.25,45.16
MO1010607,0,0,14.83,37.150002,0,37.150002,37.150002,0,51.980003
